gene_id,log2FoldChange,padj
Os07g0583500,0.382258753,0.778019183
Os01g0857500,0.144176034,0.778019183
Os03g0333800,-0.081226623,0.778019183
Os06g0702400,0.233099945,0.778066049
Os09g0444800,0.142659651,0.778066049
Os12g0111600,-0.131625529,0.778083602
Os09g0243000,-0.69035074,1.0
Os07g0543300,-0.268199671,0.778083602
Os02g0125100,-0.070506044,0.778083602
Os09g0442800,-0.138598211,0.778136615
Os01g0160700,0.537328927,0.778136615
Os02g0767900,0.135770706,0.778136615
Os04g0533000,-0.078422294,0.778136615
Os11g0544300,-0.122582119,0.778136615
Os01g0937300,-0.122615399,0.778285854
Os04g0687200,0.330696936,0.778285854
Os02g0203500,-0.138645255,0.778285854
Os05g0200100,-0.145141141,0.778285854
Os11g0545800,-0.096238114,0.778285854
Os03g0839100,-0.09136488,0.778285854
Os06g0548100,-0.458353359,0.778304519
Os02g0684800,-0.104408108,0.778351031
Os09g0456100,0.223475382,0.778351031
Os12g0468000,0.641673469,0.778351031
Os03g0108000,-0.103978809,0.778351031
Os03g0724600,0.222806751,0.778351031
Os09g0501100,0.381563622,0.778351031
Os10g0499400,0.167523044,0.778351031
Os05g0508400,0.118301103,0.778351031
Os07g0220600,-0.11811487,0.778351031
Os01g0711100,-0.085167855,0.778351031
Os02g0705600,0.110108965,0.778351031
Os01g0660550,-0.105779074,0.778500064
Os02g0657700,-0.139265671,0.778512003
Os07g0596300,-0.080541138,0.778558412
Os10g0575950,-0.095788071,0.778558412
Os12g0528100,0.113585007,0.778566028
Os10g0365050,-0.625368092,1.0
Os03g0661250,1.331442034,1.0
Os02g0186700,0.152314466,0.778655617
Os01g0915200,0.957656977,1.0
Os09g0482860,0.51178132,0.778713049
Os02g0652600,-0.161949502,0.778763355
Os05g0378200,0.919445145,1.0
Os04g0393500,0.330106451,0.778925195
Os04g0643200,-0.135330326,0.778985562
Os02g0216300,-0.077148099,0.779083377
Os07g0457300,-0.11554179,0.779083377
Os05g0110900,-0.115644565,0.779108556
Os01g0796000,-0.589302872,0.779108556
Os06g0663400,-0.104250756,0.779108556
Os04g0121800,0.223905379,0.779108556
Os08g0496000,-0.091157824,0.77934014
Os04g0591100,0.139737867,0.779453245
Os01g0905800,-0.090601588,0.779455006
Os06g0570400,-0.140055071,0.779461563
Os11g0119900,-0.253562325,0.779461563
Os09g0410700,-0.130119997,0.779474617
Os02g0184800,-1.336259024,1.0
Os06g0225000,0.374255305,0.779482258
Os07g0632800,0.083407352,0.779482258
Os03g0103900,-0.338925824,0.779482258
Os09g0573200,-0.068146945,0.779482258
Os10g0423800,0.642506096,1.0
Os12g0225700,0.350480807,0.779482258
Os08g0536400,0.11194588,0.779482258
Os02g0265900,-0.120885951,0.779482258
Os09g0390400,0.091376881,0.779482258
Os01g0933200,-0.107251599,0.779482258
Os07g0241800,-0.291887001,0.779482258
Os10g0433700,0.332000136,0.779532149
Os06g0257450,0.11913296,0.779532149
Os08g0266400,-0.270409022,0.779532149
Os06g0557600,0.355559644,0.779532149
Os12g0485600,0.280059902,0.779558093
Os06g0703200,0.127629668,0.779580133
Os11g0229400,-0.087090136,0.779580133
Os06g0311800,-1.480825106,1.0
Os05g0592400,-0.086664014,0.779580133
Os01g0959000,-0.072019511,0.779580133
Os03g0321500,-0.138095933,0.779580133
Os10g0197000,0.115812949,0.779580133
Os12g0628300,-0.136325552,0.779580133
Os04g0472900,0.30014704,0.779580133
Os12g0218300,0.273595949,0.779580133
Os03g0202200,0.688127676,1.0
Os03g0142800,-0.11076083,0.779807198
Os11g0673000,0.288927984,0.779992327
Os01g0834500,0.156718535,0.780046775
Os10g0483100,0.129928167,0.78007456
Os01g0590300,-0.710755009,1.0
Os01g0149600,0.132684814,0.78025037
Os04g0674000,0.245330508,0.78025037
Os06g0693200,0.204510954,0.780261849
Os10g0521600,-0.090013056,0.78047035
Os04g0581700,-0.237023647,0.78047035
Os10g0533900,0.07967162,0.78047035
Os02g0594800,0.177997776,0.78047035
Os09g0416800,-0.088577401,0.780645885
Os10g0538200,-0.115787621,0.780645885
Os03g0811900,-0.06392708,0.780701135
Os01g0696701,0.183220365,0.780898531
Os09g0401900,0.170489879,0.780898531
Os01g0150500,0.688045676,0.780898531
Os11g0250000,-0.077589856,0.780898531
Os04g0337000,0.092696373,0.780898531
Os04g0307466,-0.294094534,0.780952964
Os02g0211350,0.125223633,0.780952964
Os11g0107266,-0.389825646,0.780952964
Os03g0140500,0.124019965,0.780974761
Os05g0543700,-0.067768898,0.780974761
Os01g0852200,-0.106137448,0.780974761
Os02g0167100,-0.089070214,0.780974761
Os01g0885300,0.09249529,0.780974761
Os08g0534400,0.187334207,0.781067476
Os08g0419100,0.658819986,1.0
Os11g0153400,-0.293294865,0.781269196
Os09g0322600,0.130751884,0.781269196
Os08g0192900,0.106057048,0.781269196
Os02g0571000,-2.649301972,1.0
Os03g0166100,-2.649301972,1.0
Os07g0681250,-2.649301972,1.0
Os09g0550650,-2.649301972,1.0
Os06g0205100,0.575245295,1.0
Os05g0481500,-0.112117285,0.781459108
Os01g0285300,0.247707431,0.781459448
Os09g0526500,-0.306006616,0.781579287
Os11g0161166,-0.374511234,0.781579287
Os07g0598100,0.144876754,0.781579287
Os03g0786900,-0.096296688,0.781579287
Os05g0116350,-0.258733857,0.78158778
Os02g0726300,-0.147929362,0.781604572
Os02g0534000,0.761536242,1.0
Os02g0218550,0.659321675,0.781618041
Os09g0320201,0.168971375,0.781618041
Os08g0459100,-0.118312226,0.781618041
Os05g0302350,-0.988766175,1.0
Os03g0328600,-0.278877465,0.781745393
Os04g0631800,-0.117808228,0.781745393
Os05g0547800,-0.368510116,0.781771212
Os09g0135100,-0.530773135,0.78181453
Os10g0559866,-0.522989071,0.781841718
Os04g0337300,-0.101348442,0.781841718
Os11g0129600,0.114887036,0.781969115
Os02g0817800,-0.087533742,0.78199101
Os04g0434600,0.13485103,0.782043238
Os05g0413000,0.262721297,0.782043238
Os09g0491822,-0.602648981,0.782043238
Os05g0355133,-0.496569868,0.782086339
Os01g0271000,0.100108039,0.782086339
Os04g0587500,-0.446292238,0.782086339
Os09g0265800,0.685655462,0.782086339
Os02g0114000,0.084330349,0.782086339
Os10g0135500,0.144557428,0.782086339
Os07g0202300,-0.1045809,0.78227982
Os06g0232100,-0.11121934,0.782307948
Os01g0701350,0.909269171,1.0
Os03g0164901,-0.496495407,0.782360302
Os11g0150200,0.085915679,0.782360302
Os03g0143700,0.087332167,0.782360302
Os01g0658700,0.205084082,0.782390263
Os05g0497300,-0.433769071,0.782530684
Os09g0309500,-0.105403362,0.782530684
Os05g0431700,0.174216545,0.782608786
Os03g0411300,0.123539427,0.782608786
Os03g0792900,0.079585484,0.782620094
Os01g0919200,-0.370676198,0.782627933
Os02g0180500,0.113872293,0.782706979
Os02g0266100,0.100160844,0.782706979
Os02g0537800,0.340829449,0.782706979
Os12g0455100,-0.3968451,0.782735779
Os08g0483100,0.115801418,0.782744495
Os08g0202400,0.175709434,0.782896348
Os07g0235700,0.421446908,0.782957559
Os01g0197100,0.416177555,0.783098555
Os01g0135000,-0.455311742,0.783137544
Os02g0203700,0.115118948,0.783137544
Os11g0572400,0.115962374,0.783137544
Os01g0266000,-0.076035313,0.783137544
Os06g0112700,0.155666339,0.783137544
Os06g0702600,0.190910892,0.783192754
Os11g0239900,-1.318780653,1.0
Os01g0929500,0.112537039,0.783241423
Os05g0486150,-0.360996621,0.783241423
Os01g0921400,-0.127939178,0.783247595
Os01g0186900,-0.894183667,0.783368626
Os03g0598900,0.09562382,0.783391819
Os04g0219700,-0.400481473,0.7833947
Os06g0727900,-1.06178911,1.0
Os04g0119000,-2.284589053,1.0
Os07g0283125,-2.284589053,1.0
Os06g0142100,-2.284589053,1.0
Os04g0360500,-2.284589053,1.0
Os02g0528300,-2.284589053,1.0
Os07g0479150,-2.284589053,1.0
Os01g0806801,-2.284589053,1.0
Os03g0231750,-2.284589053,1.0
Os01g0125000,-2.284589053,1.0
Os12g0143900,-0.143458735,0.783518521
Os07g0444650,-1.462067711,1.0
Os03g0302700,0.143409179,0.783518521
Os04g0278900,0.106744486,0.783518521
Os06g0714300,-0.262289999,0.783522117
Os12g0185900,0.162463854,0.783523801
Os04g0118700,-0.329400876,0.783523801
Os03g0242100,0.16924849,0.783523801
Os08g0558700,-0.092312578,0.783523801
Os02g0174500,0.450278357,0.783612463
Os12g0468600,-0.092527006,0.783612463
Os06g0714200,-0.096293869,0.783719639
Os03g0431800,-0.090255093,0.783725284
Os01g0848700,0.184805427,0.783725284
Os06g0506600,0.149046458,0.78375755
Os03g0328100,0.136298896,0.783791452
Os03g0638250,-0.574026496,1.0
Os10g0105700,-0.13051671,0.78392901
Os03g0581650,-0.121425789,0.78392901
Os06g0569500,0.37097411,0.784003614
Os10g0342650,-1.191457709,1.0
Os02g0744501,-1.191457709,1.0
Os05g0196600,-1.191457709,1.0
Os08g0205100,-0.198296305,0.784175733
Os03g0265200,-0.119933646,0.784175733
Os02g0173900,0.088383155,0.784175733
Os04g0390600,-0.103155272,0.784175733
Os01g0338000,0.107628621,0.784175733
Os10g0447400,-0.481786407,0.784175733
Os08g0281600,0.518892166,0.784175733
Os06g0175500,0.100578704,0.784175733
Os10g0550066,-0.215201708,0.784175733
Os07g0236700,0.829542296,1.0
Os06g0663600,-0.105037121,0.784175733
Os01g0885500,0.232814064,0.784175733
Os07g0300900,0.137259421,0.784175733
Os08g0554050,-0.146306361,0.784175733
Os01g0944700,-1.03807241,1.0
Os01g0226666,0.484401177,0.784175733
Os07g0684900,0.220944405,0.784175733
Os06g0675300,-0.652010819,1.0
Os01g0618800,-0.106676948,0.784175733
Os03g0219800,-0.087970118,0.784175733
Os04g0136016,0.318746985,0.784175733
Os01g0113600,0.201901236,0.784175733
Os03g0699700,0.235087466,0.784175733
Os07g0485000,-0.346428757,0.784175733
Os05g0507000,0.154098611,0.784175733
Os04g0534801,-0.126240909,0.784175733
Os06g0255300,-0.071024624,0.784175733
Os03g0808350,-0.138661421,0.784175733
Os03g0222700,-0.269808401,0.784175733
Os12g0133600,0.156416911,0.784175733
Os12g0582900,-0.203031186,0.784175733
Os04g0103200,0.086576074,0.784175733
Os03g0654800,-0.136503663,0.784175733
Os01g0858900,-0.097762931,0.784175733
Os01g0794650,-0.503052153,0.784175733
Os06g0150500,-1.280270297,1.0
Os08g0431500,0.106161988,0.784175733
Os09g0413100,-0.102094815,0.784175733
Os06g0651200,0.245336763,0.784175733
Os12g0613500,0.088939861,0.784175733
Os03g0749051,-0.777661422,1.0
Os03g0160200,-0.069293411,0.784175733
Os02g0690700,0.106022875,0.784175733
Os07g0542900,0.792194781,0.784176852
Os10g0415600,-0.069476594,0.784176852
Os05g0594800,0.075642881,0.784176852
Os02g0731200,-0.106202803,0.784176852
Os05g0373500,0.125958606,0.784213813
Os11g0536800,0.123510433,0.784213813
Os01g0771200,-0.084238997,0.784213813
Os06g0488050,0.686449306,0.784213813
Os03g0183000,0.087406907,0.784213813
Os08g0102100,0.115216231,0.784213813
Os03g0290400,-0.321769341,0.784332855
Os04g0649700,0.189093261,0.784349427
Os09g0537000,0.373140635,0.784372186
Os01g0838900,-0.123175859,0.78440136
Os03g0100800,0.210529453,0.78440136
Os12g0157066,0.276987801,0.78440136
Os04g0218900,-0.168922313,0.784620848
Os11g0708500,0.215813072,0.784667202
Os05g0536225,-0.97840328,1.0
Os09g0110200,-0.126494364,0.784676876
Os10g0506000,0.258959675,0.784676876
Os11g0549670,0.122937016,0.784703176
Os02g0556100,0.103173651,0.784719801
Os05g0458500,0.754424482,1.0
Os02g0784100,0.247413694,0.784766198
Os06g0610600,-0.475505564,0.784766198
Os09g0338500,0.267123169,0.784766198
Os03g0356526,0.261508221,0.784804878
Os03g0816950,-0.123009016,0.784850622
Os07g0164800,0.165329957,0.785144099
Os05g0517400,1.341947665,1.0
Os02g0193500,0.117790398,0.785144099
Os02g0816800,0.097459459,0.785180554
Os05g0470900,-0.645853319,0.785180554
Os01g0727900,-0.150175424,0.785180554
Os11g0524300,-0.395229664,0.785180554
Os03g0603500,0.210470916,0.785221909
Os02g0669900,-0.134353348,0.785356321
Os09g0515200,0.098556559,0.785358148
Os07g0496700,0.282789284,0.785358148
Os09g0488000,0.168049764,0.785358148
Os10g0160100,0.248023499,0.785380997
Os07g0659100,-0.130028068,0.785386272
Os02g0759700,0.156804395,0.785386272
Os03g0736200,-0.249023648,0.785413585
Os01g0144800,-0.41450229,0.785413585
Os06g0145400,0.28426793,0.785413585
Os03g0787300,0.082597943,0.785413585
Os08g0561600,0.176805265,0.785413585
Os03g0136800,-0.08974745,0.785429327
Os09g0376600,-0.346695843,0.785429327
Os04g0359900,0.383742426,0.785429327
Os01g0873100,-1.981682262,1.0
Os03g0774300,0.109372807,0.785466722
Os05g0231700,-0.152511866,0.785466722
Os05g0549800,0.162684382,0.785466722
Os05g0452600,-0.105822662,0.785466722
Os01g0872300,0.777260608,1.0
Os03g0199000,0.22132648,0.785484646
Os04g0203600,1.151112983,1.0
Os02g0804100,0.129139006,0.785517071
Os10g0453000,0.788979945,0.785517071
Os02g0550700,0.108083456,0.785517071
Os03g0626200,0.105841921,0.785517071
Os11g0198200,-0.153586952,0.785517071
Os01g0328400,0.116698343,0.785517071
Os06g0561800,-0.29826024,0.785565446
Os03g0620400,0.105243442,0.78564508
Os05g0387900,0.195868508,0.785790709
Os11g0673600,0.405528964,0.785790709
Os02g0227200,-0.07424505,0.785790709
Os04g0411100,-0.839043433,1.0
Os12g0210000,-0.202234389,0.785790709
Os10g0155450,0.325272735,0.785790709
Os07g0523700,0.649144578,0.785911615
Os08g0373400,0.431649678,0.786006317
Os01g0727500,-0.481549704,0.786006317
Os01g0609900,0.131859619,0.786006317
Os06g0149166,-0.143218812,0.786014407
Os03g0752500,-2.263228521,1.0
Os11g0267400,-2.263228521,1.0
Os12g0132850,-2.263228521,1.0
Os05g0356600,-2.263228521,1.0
Os11g0540500,-2.263228521,1.0
Os03g0122850,-2.263228521,1.0
Os03g0799400,-2.263228521,1.0
Os04g0659500,-0.078393161,0.786019222
Os04g0119500,0.163999347,0.786163118
Os02g0110300,0.620604189,0.786282931
Os10g0566300,-0.081704863,0.786382935
Os04g0465300,0.14806983,0.786402444
Os08g0463500,0.548855729,0.786402444
Os06g0586000,-0.182919007,0.786402444
Os03g0332201,1.179966381,1.0
Os03g0729500,0.193047917,0.786658634
Os02g0661300,0.164679805,0.786719807
Os02g0214300,-0.112347671,0.786788306
Os05g0279900,-0.646321379,0.786788306
Os11g0549655,-0.122386125,0.786899464
Os05g0226000,-0.55932412,0.786978041
Os04g0617700,0.163696179,0.786978041
Os01g0591300,-0.145805198,0.786978041
Os04g0354600,-0.867733732,1.0
Os11g0112100,0.191152219,0.786978041
Os01g0128100,0.45236059,0.786978041
Os06g0502900,0.101925851,0.786978041
Os03g0221600,-1.165289092,1.0
Os06g0113900,-0.09329131,0.786978041
Os04g0555900,0.114641115,0.786978041
Os08g0541300,-0.201372878,0.786978041
Os01g0599550,0.192125904,0.786978041
Os12g0131100,0.094651083,0.786978041
Os01g0137282,-0.782120743,1.0
Os09g0255900,0.192807999,0.78704573
Os06g0714100,0.104204609,0.78704573
Os06g0238600,0.393217675,0.78704573
Os06g0542100,0.09453123,0.78704573
Os02g0285700,0.80504253,0.78706937
Os08g0157100,-0.075327678,0.787113224
Os02g0782600,-0.090396374,0.787113224
Os04g0614500,0.632804585,1.0
Os03g0219100,0.145056008,0.787113224
Os10g0164500,-0.530394454,0.787113224
Os01g0702400,-0.102832159,0.787151836
Os06g0701100,-0.073349782,0.787219757
Os05g0168400,0.075506933,0.787219757
Os03g0388500,0.118221954,0.787219757
Os01g0193400,0.499877808,0.787219757
Os03g0659700,0.291675901,0.787219757
Os11g0264700,-0.107795921,0.787219757
Os06g0611200,0.189271598,0.787219757
Os10g0536600,0.844981074,0.787219757
Os08g0125059,-0.316600169,0.787219757
Os09g0482720,-0.117421475,0.787219757
Os09g0569200,-0.113656651,0.787219757
Os01g0752100,-0.110495079,0.787219757
Os09g0363400,-0.266909626,0.787219757
Os04g0545200,0.113833645,0.787219757
Os01g0935400,0.264448096,0.787219757
Os01g0871900,-0.232201557,0.787219757
Os01g0225500,0.973460235,0.787219757
Os09g0353400,0.140443932,0.787232336
Os04g0509500,0.893396804,1.0
Os11g0208600,-0.45380367,0.787415867
Os09g0512800,-0.091620192,0.787415867
Os02g0182900,-0.082655877,0.787415867
Os03g0110800,-0.462294668,0.787415867
Os11g0559533,-0.153866159,0.787484734
Os02g0663800,0.623322632,0.787526522
Os07g0691800,0.169275103,0.787534487
Os04g0495400,0.460255114,0.787534487
Os04g0158750,-1.293059536,1.0
Os11g0203400,-0.363937281,0.787543362
Os11g0112650,-0.245954524,0.787545739
Os08g0512400,0.086574287,0.78758686
Os06g0128800,-0.247156361,0.787632933
Os11g0604600,0.070418204,0.787632933
Os01g0714900,-0.120079535,0.787632933
Os03g0857100,0.114039063,0.787632933
Os03g0646900,-0.07377016,0.787633743
Os01g0929800,0.256947285,0.787633743
Os04g0537900,0.090263883,0.787633743
Os06g0160400,0.08473308,0.787839674
Os05g0207700,0.145651792,0.787856813
Os11g0146000,0.130236368,0.787880153
Os03g0622200,-0.668578296,1.0
Os12g0609100,0.309229955,0.787880153
Os06g0247500,0.514723421,0.787880153
Os06g0230801,-0.143545106,0.787880153
Os05g0106000,-0.105874834,0.788085491
Os01g0902800,-0.452774493,0.788085491
Os05g0224800,0.078214235,0.788085491
Os08g0436800,0.116365835,0.78811125
Os07g0655500,-0.081250228,0.788112188
Os01g0742200,-0.5564087,1.0
Os01g0706500,0.199895487,0.788234791
Os03g0593200,-0.095218165,0.78833684
Os09g0557800,-0.103942207,0.788431146
Os09g0382000,-0.659476028,1.0
Os05g0521400,-0.226250112,0.788452125
Os05g0363500,-0.134830831,0.788456513
Os05g0440250,-0.127920551,0.788456513
Os07g0673700,-0.109313866,0.788456513
Os01g0959900,-0.547958775,0.788520672
Os05g0389700,-0.089162303,0.788531011
Os01g0666800,-0.111107596,0.788531011
Os02g0252600,-0.123466601,0.788580156
Os01g0246100,-0.082273308,0.788657787
Os01g0272700,0.702697073,1.0
Os07g0110400,-0.069024496,0.788657787
Os02g0197800,-0.11788594,0.788657787
Os04g0577000,0.094623301,0.78876821
Os03g0114100,-0.33198005,0.788769206
Os03g0111600,0.085841217,0.788769206
Os10g0477600,0.116722615,0.788769206
Os09g0507300,-0.626467575,0.788877951
Os11g0183900,-0.090131144,0.788886535
Os10g0551401,0.150565373,0.788981045
Os03g0602500,-0.306207085,0.788999264
Os03g0749401,0.579940502,0.788999264
Os08g0137400,-0.268464857,0.788999264
Os06g0141100,0.474435797,0.788999264
Os08g0171600,-0.568504646,1.0
Os11g0130600,-0.195330078,0.789280176
Os07g0618600,-0.074836892,0.789330578
Os03g0844500,-0.1213791,0.789330578
Os07g0150200,0.117028315,0.789330578
Os01g0911200,0.079384618,0.789330578
Os11g0106000,-0.083819681,0.789330578
Os11g0649600,-0.096094997,0.789439514
Os01g0957900,-0.117877687,0.789439514
Os04g0535000,-0.113317805,0.789482782
Os08g0224100,-0.121363565,0.789482782
Os01g0760900,0.589684005,0.789482782
Os01g0639100,-0.088698023,0.789482782
Os03g0831300,-0.098005269,0.789482782
Os05g0512500,0.150392834,0.789482782
Os02g0255033,-0.55097022,1.0
Os02g0791300,0.362526016,0.789482782
Os07g0537200,0.185022224,0.789482782
Os08g0461400,0.155315281,0.789482782
Os05g0373300,-0.086474027,0.789537728
Os07g0676700,1.181296778,1.0
Os12g0127400,0.859016203,1.0
Os02g0795000,0.111890234,0.789589833
Os07g0286000,-0.241504313,0.789589833
Os08g0551900,0.322295701,0.789589833
Os12g0108500,-0.114681363,0.789589833
Os12g0626200,0.258102945,0.789634578
Os05g0316200,-0.100996047,0.789634578
Os03g0667400,0.138517908,0.789634578
Os02g0748100,-0.093308957,0.789634578
Os04g0169500,0.25122141,0.789809422
Os12g0285600,0.596730318,1.0
Os07g0159200,-0.120242869,0.789833631
Os01g0256600,0.108983429,0.790000455
Os06g0131100,-0.089369613,0.79006364
Os01g0907200,0.252291936,0.79006364
Os05g0169700,0.137284824,0.79006364
Os07g0413300,-0.210163714,0.79006364
Os06g0470075,-0.374750202,0.790205544
Os09g0473883,0.189593102,0.790208225
Os02g0104100,-0.141797411,0.790224195
Os02g0169400,-0.888367097,1.0
Os01g0939000,-0.186794146,0.790387336
Os02g0567200,1.648221961,1.0
Os01g0153600,1.648221961,1.0
Os01g0922800,-0.07898671,0.790538909
Os06g0609500,0.124748622,0.790582501
Os10g0111800,0.095937206,0.790582501
Os10g0567900,-0.223470548,0.790582501
Os08g0124500,0.294249976,0.790582501
Os09g0471000,-0.401763001,0.790582501
Os12g0420300,0.220510323,0.790582501
Os08g0451700,0.070881457,0.790582501
Os03g0263600,-1.422717078,1.0
Os09g0252100,0.21186105,0.790582501
Os03g0749800,-0.093590011,0.790582501
Os03g0352200,0.077041479,0.790582501
Os12g0112800,-0.093289067,0.790582501
Os12g0171900,-0.40197586,0.790582501
Os05g0132800,-0.138483376,0.790582501
Os02g0593900,-0.094888716,0.790582501
Os03g0218200,0.181591691,0.790582501
Os10g0484300,0.147801422,0.790582501
Os03g0180800,0.721049284,0.790582501
Os01g0925100,0.131328709,0.790582501
Os01g0920400,-0.085672948,0.790582501
Os08g0110400,0.13701225,0.790761735
Os02g0566700,-0.144364063,0.790761735
Os09g0408900,0.12392541,0.790761735
Os05g0465100,0.174105607,0.790761735
Os08g0323600,-0.14800634,0.790823332
Os02g0274700,-0.099605461,0.790823332
Os07g0641600,-0.113824248,0.790823332
Os08g0335000,-0.084983394,0.790823332
Os04g0347900,0.203509676,0.790951004
Os02g0564000,-0.091986044,0.790954994
Os06g0621900,0.140931313,0.790954994
Os03g0108200,-0.218775555,0.790991193
Os11g0606400,1.157736297,1.0
Os02g0637200,0.283837999,0.790991193
Os03g0391300,-0.251195091,0.790991193
Os07g0615000,0.172618446,0.790991193
Os04g0228600,-0.341313836,0.790991193
Os02g0453500,-0.665530884,1.0
Os03g0193400,0.802829364,1.0
Os09g0546700,1.058981689,1.0
Os09g0540400,-0.168634567,0.791064149
Os07g0543000,-0.078547008,0.791064149
Os12g0456700,0.439041303,0.791077488
Os10g0444100,0.42132256,0.791077488
Os05g0140000,-0.47633381,0.791077488
Os04g0529300,0.447529443,0.791148686
Os10g0560450,-0.153105164,0.791148686
Os02g0614100,-0.079904397,0.791148686
Os11g0245100,-0.149689124,0.791217667
Os07g0143200,-0.209937968,0.79127038
Os11g0290600,0.449440212,0.791326676
Os03g0161500,0.165590307,0.791363077
Os05g0305000,0.65598827,1.0
Os02g0153600,-0.806455093,1.0
Os05g0285900,0.115239767,0.791451175
Os04g0452500,0.264615198,0.791451175
Os11g0657300,0.16056088,0.791451175
Os01g0813700,1.072253087,1.0
Os01g0212100,0.068441846,0.791451175
Os04g0550400,-0.074460049,0.791462316
Os04g0443951,0.145537446,0.791533923
Os06g0675900,0.477456607,0.791533923
Os09g0133700,0.085116638,0.791533923
Os01g0174200,-0.24974955,0.791536354
Os09g0274025,1.019763811,1.0
Os07g0419800,0.066950397,0.79155625
Os01g0530366,-0.07902322,0.79155625
Os03g0374575,-0.084107709,0.79155625
Os01g0364900,0.869024626,1.0
Os09g0505700,0.082555389,0.79160141
Os04g0389500,-0.09023264,0.79160141
Os01g0242500,-0.104938877,0.791696869
Os03g0713400,0.100275138,0.791759746
Os06g0685700,-0.071763164,0.791759746
Os02g0187400,0.621254986,1.0
Os02g0639500,0.234335447,0.791975543
Os07g0614000,0.580348435,0.791975543
Os03g0688000,-2.53451838,1.0
Os01g0548000,-2.53451838,1.0
Os05g0475600,-2.53451838,1.0
Os10g0331866,-2.53451838,1.0
Os06g0180533,-2.53451838,1.0
Os05g0104750,-2.53451838,1.0
Os06g0611500,-2.53451838,1.0
Os11g0424400,-2.53451838,1.0
Os02g0659700,-2.53451838,1.0
Os06g0492700,0.231851571,0.791975543
Os07g0554400,-0.536602748,0.791990841
Os01g0580100,-0.111986507,0.791990841
Os02g0108000,-0.867786346,1.0
Os03g0738700,0.838576291,1.0
Os05g0564200,0.065645443,0.792123593
Os03g0192700,-0.116707012,0.792127681
Os05g0119600,0.240692814,0.792393696
Os04g0182800,-0.096459576,0.792455212
Os07g0638600,0.779108875,0.792455212
Os03g0158800,-0.803964385,1.0
Os04g0528800,-0.117780573,0.792474245
Os07g0584283,-0.224606458,0.792474245
Os11g0114800,-0.460773792,0.792486105
Os11g0472500,0.072276867,0.792498947
Os04g0573100,1.05296045,1.0
Os03g0275500,0.086478929,0.792533586
Os02g0156500,-0.951823549,1.0
Os12g0151900,0.210488751,0.792578429
Os04g0131900,0.081310222,0.79302052
Os02g0687500,0.137747522,0.79302052
Os10g0204300,0.082853816,0.79302052
Os03g0761300,0.380710498,0.79302052
Os10g0520100,-0.266489074,0.79302052
Os04g0188500,0.214607494,0.79302052
Os05g0453100,-0.239662214,0.79302052
Os01g0731800,-0.162416232,0.79302052
Os10g0577100,0.347477913,0.79302052
Os02g0566400,0.195504056,0.79302052
Os09g0520600,-0.101642801,0.79302052
Os11g0284900,0.102009706,0.79302052
Os01g0130900,0.23915581,0.79302052
Os01g0948200,-0.105174952,0.793080634
Os01g0730600,0.241906011,0.793110784
Os01g0589000,-0.102558691,0.793111551
Os02g0720500,0.223528591,0.793224685
Os12g0560300,0.079508301,0.793224685
Os06g0667200,-0.237135251,0.793224685
Os03g0142200,1.161952686,1.0
Os10g0197101,1.648949428,1.0
Os03g0226901,1.648949428,1.0
Os07g0537600,-0.134982794,0.793488708
Os03g0328300,0.291150578,0.793488708
Os11g0150450,0.170782443,0.793572374
Os02g0139900,-0.342968366,0.793572374
Os03g0276900,-0.063365278,0.793572374
Os03g0432277,0.2979184,0.793572374
Os12g0611300,0.120621345,0.793572374
Os03g0711200,-0.085916355,0.793572374
Os08g0555000,0.154381817,0.793572374
Os04g0480802,0.578728796,0.793572374
Os02g0177800,-0.065358948,0.793572374
Os09g0499450,-0.190807871,0.793572374
Os01g0612000,-0.089821564,0.793572374
Os05g0282900,-0.247009194,0.793572374
Os07g0693600,0.089897422,0.793572374
Os01g0719000,0.164072024,0.793572374
Os03g0347800,-0.143920772,0.793572374
Os01g0727700,0.146909123,0.793572374
Os02g0580900,0.166607494,0.793751365
Os04g0542000,0.08347539,0.793751365
Os06g0160800,1.627128418,1.0
Os03g0389601,1.627128418,1.0
Os06g0235100,1.627128418,1.0
Os01g0563500,-0.14310556,0.793947625
Os07g0656300,0.302097737,0.794081562
Os01g0263400,0.208419537,0.794081562
Os03g0429800,-0.077521891,0.794081562
Os05g0320100,-0.134115356,0.794081562
Os05g0227800,-0.173348613,0.794081562
Os05g0574500,0.617893908,1.0
Os09g0502800,-0.265658251,0.794139129
Os08g0108300,-0.234263997,0.794196239
Os02g0209050,0.183074444,0.794215136
Os02g0612300,0.073843617,0.794307261
Os09g0566400,0.243752228,0.79440495
Os02g0593600,-0.355032664,0.794660504
Os03g0565100,0.078533592,0.794660504
Os06g0318300,0.11662227,0.794660504
Os02g0539200,-0.377602613,0.794660504
Os03g0636700,0.176082018,0.794660504
Os06g0580100,-0.071155194,0.794680794
Os06g0655500,0.116917627,0.794680794
Os01g0775500,0.219233278,0.794680794
Os10g0452700,0.465605171,0.794687213
Os08g0433400,0.195694908,0.794687213
Os05g0492100,0.402438219,0.794687213
Os09g0541100,0.142398095,0.794687213
Os11g0128500,-0.691433695,0.794687213
Os05g0147600,-0.26767271,0.794687213
Os08g0541900,-0.362158349,0.794687213
Os03g0219900,-0.14915957,0.794687213
Os02g0128300,0.08590352,0.794687213
Os04g0284900,0.108708543,0.794687213
