gene_id,log2FoldChange,padj
Os08g0484300,0.498202605,0.303125556
Os02g0252100,0.172928438,0.303126352
Os08g0398350,0.680626898,0.303126352
Os02g0673100,-0.447967463,0.303128778
Os12g0621025,0.457381534,0.303362272
Os03g0230500,-0.386054608,0.303362272
Os10g0104900,0.39707175,0.303362272
Os08g0546800,0.517051106,0.303362272
Os02g0136400,-1.210286551,0.303362272
Os07g0273600,-0.34071733,0.303362272
Os04g0679200,0.478678574,0.303362272
Os03g0249400,0.361388035,0.303714056
Os07g0435300,-0.606351681,0.303714056
Os01g0252300,1.981036833,1.0
Os08g0143700,-0.235639508,0.304158605
Os02g0605400,0.428717668,0.304340468
Os10g0407000,0.309299204,0.304523202
Os02g0717400,-0.207400355,0.304719792
Os03g0374100,-0.209217265,0.304722235
Os11g0521000,0.404222667,0.304926139
Os04g0102700,-0.25143576,0.304983512
Os03g0206600,0.318753912,0.304983512
Os02g0731600,-0.920904908,0.305175494
Os05g0573300,-0.483575555,0.305337192
Os09g0538400,0.47810263,0.305442711
Os10g0205802,-0.365891635,0.305666295
Os03g0239300,0.379074798,0.305749309
Os11g0701200,1.027320844,0.305749309
Os02g0821900,-0.221051539,0.306106204
Os09g0443700,0.798200682,0.306156982
Os05g0127400,-0.301946629,0.306178446
Os02g0307800,-0.656352888,0.306178446
Os05g0369800,0.583519421,0.306213891
Os03g0101200,0.551225769,0.306359211
Os06g0184300,0.212443154,0.306359211
Os01g0916950,-0.731312804,0.306359211
Os01g0911300,-0.241263521,0.30650573
Os01g0279000,0.432354517,0.30683828
Os07g0557400,-0.284819921,0.30683828
Os07g0421932,-1.015360273,0.306883842
Os07g0561300,0.918114961,0.307055088
Os01g0346600,0.388878454,0.30711486
Os02g0747500,0.272978261,0.30720876
Os01g0698000,-0.228002956,0.307273862
Os08g0156700,-0.222296975,0.307273862
Os04g0506700,-0.605782788,0.307328702
Os08g0139500,-0.845840346,0.30736293
Os02g0689900,-0.524310098,0.307391029
Os01g0323100,0.436863013,0.307391029
Os02g0816500,0.263742364,0.307391029
Os03g0414400,-0.504489605,0.307489589
Os10g0328600,-1.780293376,1.0
Os05g0332801,0.347095932,0.307500626
Os08g0478700,0.595218114,0.307593096
Os04g0587400,0.513181234,0.3077989
Os06g0650600,-0.226836786,0.3077989
Os11g0657200,-0.261030692,0.3077989
Os06g0166100,-0.236184426,0.3077989
Os05g0140500,0.210959226,0.307840242
Os05g0539500,-0.270596777,0.307855871
Os07g0185000,0.338223103,0.307855871
Os01g0704400,0.26734317,0.307889948
Os10g0516701,0.589297774,0.307919002
Os01g0823300,0.264781736,0.307919002
Os07g0148900,-0.636071586,0.307919002
Os04g0111500,-0.208866653,0.307919002
Os02g0675800,-0.251014304,0.308021433
Os01g0667550,-1.129864499,0.308082684
Os02g0598800,1.057591261,0.308140184
Os07g0568000,0.324269204,0.308210519
Os05g0567800,-0.875544574,0.308210519
Os12g0242500,-0.490841018,0.308210519
Os01g0845000,-0.528612028,0.308236182
Os08g0292000,-0.194413142,0.308283324
Os12g0616400,0.660691598,0.308788899
Os03g0159150,-0.833075031,0.308788899
Os11g0148600,0.285170333,0.308818308
Os10g0422800,0.738120698,0.308818308
Os03g0685000,-0.80928485,0.308818308
Os03g0698900,-0.214551181,0.308818308
Os03g0840500,-0.360694737,0.308818308
Os09g0311600,-0.28395305,0.308818308
Os01g0691500,-0.226125894,0.308818308
Os10g0370000,-0.346863018,0.308818308
Os04g0564500,0.487521233,0.308818308
Os10g0403800,-0.642935711,0.308818308
Os01g0939300,0.689124101,0.309156108
Os12g0220800,-0.696226459,0.309156108
Os08g0111200,0.264721038,0.309339129
Os01g0104600,-0.257654181,0.309508031
Os06g0669600,0.289966624,0.309512785
Os09g0397700,-0.222280737,0.309887017
Os02g0173000,-0.300874576,0.309887017
Os07g0516801,0.498631742,0.309892497
Os03g0321300,0.528139212,0.309902822
Os09g0249600,-0.242108741,0.309986911
Os03g0787200,0.55087531,0.310040243
Os12g0569500,-3.198080797,1.0
Os05g0187500,0.540062459,0.310227438
Os03g0146200,-0.272007015,0.31035719
Os09g0340400,-0.172914588,0.31035719
Os12g0429950,0.478424198,0.31035719
Os04g0579200,0.476530566,0.31035719
Os07g0150500,-0.191257316,0.31035719
Os09g0375300,0.534925651,0.31035719
Os04g0340800,-0.385206205,0.31035719
Os08g0386700,0.324250152,0.31035719
Os12g0559200,-2.335490634,1.0
Os10g0405100,0.288436167,0.310400193
Os04g0560500,0.319266832,0.31050256
Os10g0565500,0.53249004,0.310565438
Os06g0283100,0.660541324,0.310922184
Os12g0180800,0.54178982,0.310922184
Os04g0320200,0.290393584,0.310922184
Os06g0692300,-0.676368889,0.310936714
Os09g0240200,-0.536425208,0.311062116
Os07g0187000,-0.468782238,0.311222269
Os02g0307900,2.676083304,1.0
Os07g0583600,0.547758438,0.311290579
Os08g0190500,0.723915095,0.311290579
Os10g0446600,-0.239276615,0.311290579
Os11g0194900,-0.325966198,0.311310165
Os11g0116900,-0.333573546,0.311457012
Os05g0176400,0.519232278,0.311457012
Os01g0518800,0.328365786,0.311457012
Os04g0408900,-0.284690775,0.311715687
Os12g0629300,-1.288798869,0.311715687
Os03g0171700,0.801804057,0.311740147
Os07g0143401,0.841868135,0.311914921
Os08g0481100,-0.296277514,0.311915718
Os02g0572600,-0.22359733,0.311915718
Os01g0152700,0.21952756,0.311915718
Os08g0129900,0.355929534,0.311922248
Os07g0648266,-0.265111372,0.312063863
Os01g0542000,0.238892526,0.312087717
Os11g0227200,-0.395722691,0.312089695
Os05g0551700,3.139594336,1.0
Os01g0930000,-0.462541585,0.312335447
Os07g0500300,0.285369214,0.312335447
Os10g0154000,0.240170596,0.312335447
Os03g0352450,-0.275688631,0.312349803
Os07g0510800,0.458715504,0.312349803
Os08g0187700,-0.205765442,0.312393317
Os01g0546000,-2.632258837,1.0
Os05g0575101,1.259805723,0.312648662
Os03g0702900,-1.571017956,0.312648662
Os01g0589500,-0.213834153,0.312805019
Os06g0336200,0.322670591,0.312933054
Os03g0172100,0.276011004,0.313018253
Os12g0596600,0.262151047,0.313087131
Os05g0147400,0.275250212,0.313087131
Os04g0448800,-0.271973704,0.313087131
Os05g0141800,-1.973126335,0.313091327
Os08g0181925,1.911575445,1.0
Os09g0470500,-0.280685348,0.313127596
Os12g0125000,-0.813303157,0.313159973
Os05g0469800,3.222652922,1.0
Os02g0566450,-3.568555826,1.0
Os01g0124700,-3.568555826,1.0
Os12g0168000,-0.274593307,0.313366932
Os08g0167249,1.143609283,0.313406647
Os07g0517300,0.490945528,0.313406647
Os01g0673700,0.393283523,0.313406647
Os05g0403000,-1.013220782,0.313406647
Os11g0539800,-0.179137964,0.313406647
Os09g0429200,-0.539537602,0.313406647
Os05g0562800,0.260579645,0.313406647
Os09g0473600,0.593108672,0.313406647
Os02g0648300,0.380405408,0.313445951
Os09g0463700,-0.235351321,0.313689633
Os05g0553300,-1.384774787,0.313708944
Os03g0143600,-0.306151656,0.313708944
Os12g0551900,0.370050218,0.313898831
Os06g0101600,-0.603474945,0.313904931
Os05g0312000,-0.308515498,0.314259247
Os11g0135000,-0.462789059,0.314259247
Os04g0609900,0.184968692,0.314259247
Os06g0701200,0.165550555,0.314381606
Os10g0431900,0.352400632,0.314381606
Os02g0597900,0.229118252,0.314461494
Os05g0392400,0.399245998,0.314544456
Os04g0598200,0.316589,0.314636727
Os01g0693800,0.309646006,0.314636727
Os03g0432200,-0.785610981,0.314637022
Os03g0574900,3.139581893,1.0
Os02g0638000,-0.342009523,0.314843411
Os03g0701400,0.313528517,0.315032237
Os12g0158600,0.216979051,0.315032237
Os05g0221400,-0.218375222,0.315099269
Os11g0691650,0.788604406,0.315159753
Os08g0332800,-0.289784869,0.315159753
Os10g0357800,0.410326895,0.315159753
Os01g0133500,0.22265405,0.315159753
Os04g0527500,-0.345641387,0.315289666
Os10g0514901,-0.600396684,0.315617576
Os03g0833100,-0.444300441,0.31568023
Os02g0163300,-2.199332155,1.0
Os12g0210500,0.776801758,0.315882677
Os11g0493000,0.594099318,0.315882677
Os01g0785600,-2.270044371,1.0
Os05g0531200,0.806314575,0.315940472
Os10g0537100,0.503502438,0.315997434
Os03g0205000,-0.202890355,0.316140375
Os11g0143300,-0.616780956,0.316140375
Os03g0372950,0.271479297,0.316354035
Os03g0283300,0.27692568,0.316408993
Os11g0693800,0.321217432,0.316481103
Os01g0777500,3.106812725,1.0
Os12g0105800,0.276032122,0.31715377
Os02g0557700,0.291657219,0.317176127
Os11g0197600,0.283372952,0.31720857
Os06g0597200,-0.279360819,0.317405953
Os05g0479800,-0.423043497,0.317405953
Os01g0535100,-1.40909699,0.317653246
Os05g0514600,1.55532966,0.317658979
Os05g0106500,-0.559211219,0.31771923
Os11g0602800,-0.31373458,0.317758618
Os02g0709200,0.28995749,0.317901961
Os10g0133000,-1.094739244,0.317977768
Os04g0462300,-0.424124351,0.318162589
Os07g0408500,0.343636594,0.318162589
Os01g0873800,-0.251016931,0.318162589
Os07g0553800,1.007552546,0.318344232
Os12g0620100,-1.925499775,1.0
Os10g0418100,0.6026082,0.318809885
Os03g0287500,0.434696582,0.318877182
Os05g0560000,-0.640949685,0.318877182
Os02g0135200,-0.392519616,0.318877182
Os02g0165500,0.589433973,0.318877182
Os12g0603300,-1.316203184,0.318877182
Os09g0369050,0.381142676,0.319367249
Os09g0483100,1.260350425,0.319466568
Os11g0508600,0.412466499,0.319466568
Os03g0352800,0.258266956,0.319477736
Os03g0680700,2.228882667,1.0
Os10g0574500,0.688857984,0.319477736
Os09g0478600,0.481507927,0.319488696
Os11g0109950,-0.434777632,0.319615901
Os02g0161900,-0.274302427,0.319615901
Os06g0727400,-0.385809339,0.319680085
Os11g0708000,0.19952217,0.319707456
Os03g0225900,0.570480915,0.319707456
Os02g0608900,0.324042733,0.31970752
Os01g0300200,0.325303734,0.31970752
Os02g0486500,-1.296746345,0.319925985
Os05g0192700,-0.263025542,0.319925985
Os03g0148000,0.345398728,0.31992642
Os02g0572200,0.448595547,0.319958461
Os02g0173500,0.226115566,0.320053042
Os06g0278000,1.582979839,0.320092294
Os02g0824000,-0.376746258,0.32009667
Os08g0474100,-0.980985961,0.320286596
Os04g0277400,0.43834385,0.320322286
Os08g0335200,-0.737115498,0.320352021
Os02g0306550,-0.30288781,0.320574019
Os03g0162300,1.884334405,1.0
Os10g0487900,-0.287308228,0.320927611
Os12g0613850,0.256933438,0.321351856
Os10g0493850,-0.543674834,0.321384008
Os05g0458400,-0.17866024,0.321461086
Os06g0641066,0.464323445,0.321488606
Os06g0639100,-0.177017552,0.321488606
Os02g0695900,-0.574640187,0.321588351
Os04g0111200,0.3049839,0.321619043
Os05g0392000,0.256374122,0.321734362
Os03g0778100,-0.588426013,0.321759994
Os02g0132600,-0.22922944,0.321787865
Os06g0710900,0.353043077,0.321787865
Os11g0520500,-0.238559252,0.321801636
Os02g0197600,-0.588899794,0.321867302
Os05g0516800,0.490876368,0.321867302
Os04g0585050,1.643613487,0.321870853
Os01g0108800,0.387220228,0.322097539
Os11g0149100,0.556721479,0.322157328
Os11g0630501,0.78412243,0.322202073
Os01g0905500,1.02059443,0.322334912
Os10g0395000,-0.31890722,0.322334912
Os04g0410600,0.30127006,0.322334912
Os03g0267800,0.380520038,0.322334912
Os08g0310100,0.281013782,0.322393925
Os03g0826500,0.392198988,0.322393925
Os01g0950700,0.623231716,0.322473049
Os07g0650600,0.288692742,0.322473049
Os03g0594500,-0.66675515,0.322473049
Os01g0760400,0.335997386,0.322536155
Os03g0301200,0.460404859,0.322572371
Os05g0378900,0.334931322,0.322636992
Os10g0406800,0.210917338,0.322636992
Os01g0634600,-0.621505011,0.322636992
Os08g0103900,0.602006177,0.322636992
Os03g0159600,1.334217286,0.322636992
Os07g0679200,0.83498741,0.322636992
Os11g0224900,-0.253999514,0.322752246
Os03g0840900,0.352364028,0.322860174
Os01g0276100,-0.273754328,0.322879913
Os11g0484500,-1.461609153,0.322916502
Os02g0135600,0.22353864,0.32306342
Os04g0673000,-0.245653451,0.32306342
Os01g0731000,0.257205049,0.323169899
Os03g0268000,-0.190639941,0.323228823
Os02g0661600,0.886128769,0.323342005
Os12g0576100,0.663749368,0.323343778
Os10g0370400,-0.230850022,0.323343778
Os02g0246900,0.464650344,0.323354907
Os03g0706900,-0.181544923,0.323540268
Os04g0572200,4.902487374,1.0
Os02g0635000,-0.27507957,0.323891989
Os11g0575600,0.584473695,0.323891989
Os09g0464100,-1.354041573,0.324038715
Os12g0574900,-0.255481438,0.324080303
Os07g0658600,0.594266192,0.324080303
Os10g0580001,0.356166044,0.324080303
Os04g0657500,-1.318270675,0.324093938
Os03g0210700,-0.446830008,0.324181231
Os06g0342200,-0.184530227,0.324326127
Os05g0402300,0.204162877,0.324326127
Os11g0303800,-0.696849129,0.324326127
Os02g0738900,0.352447524,0.324326127
Os01g0166100,0.260428208,0.324326127
Os04g0127100,-0.420459012,0.324326127
Os04g0229100,0.467796173,0.324611196
Os05g0466100,0.936858634,0.325040123
Os01g0901200,0.261561686,0.325045337
Os03g0802900,0.447602383,0.325084858
Os09g0332700,0.284907262,0.325104771
Os12g0275400,0.600687659,0.32517582
Os08g0496500,0.224910873,0.325235494
Os08g0499200,0.249894025,0.325256133
Os10g0548000,0.399720238,0.325302196
Os09g0423902,-1.159024873,0.325385072
Os01g0131300,-0.330481492,0.325389017
Os05g0100600,-0.306072967,0.325561767
Os01g0788950,-0.304817576,0.325561767
Os08g0331000,0.482406757,0.325631177
Os07g0628900,-3.638232096,1.0
Os07g0592200,-0.18948829,0.325691595
Os02g0230875,-0.294882215,0.325772706
Os05g0120800,0.400023587,0.325835016
Os02g0629800,-0.634490918,0.32586579
Os02g0834000,0.214013484,0.32586579
Os09g0498500,0.536427551,0.32586579
Os02g0150800,-0.189303845,0.32586579
Os04g0459500,-0.801078494,0.32586579
Os03g0734900,-0.227262706,0.325878361
Os10g0159800,-0.25032981,0.325878361
Os05g0447200,-0.487476345,0.325878361
Os03g0164300,-0.511048649,0.325878361
Os03g0594400,-0.337565057,0.325896249
Os05g0541000,1.479900161,0.326039064
Os04g0405900,0.445180236,0.326043927
Os07g0614250,-0.330549784,0.326202001
Os01g0341000,0.390122836,0.326202001
Os03g0108600,-0.464942075,0.326202001
Os02g0231600,-0.339052231,0.326340534
Os03g0185950,-0.411349122,0.326466509
Os05g0166300,0.352432413,0.326466509
Os01g0616300,0.50986946,0.326466509
Os08g0180300,-0.224075919,0.326466509
Os03g0184100,1.02973126,0.326466509
Os02g0783700,-1.818809944,0.326466509
Os11g0112900,-0.229822456,0.326918803
Os01g0694800,-0.853095525,0.326918803
Os04g0429200,-0.213442094,0.327078379
Os03g0785100,0.204887958,0.327078379
Os03g0804800,0.234754618,0.327078379
Os07g0661450,-1.649981491,1.0
Os09g0459200,0.75843696,0.327343315
Os12g0284850,-0.313821158,0.327426283
Os01g0973200,0.427451518,0.327544837
Os09g0457833,-0.918088914,0.327563992
Os04g0178300,0.439700602,0.327563992
Os08g0507100,2.496999283,1.0
Os03g0266900,0.535901346,0.327766395
Os09g0462400,0.701884457,0.328065112
Os09g0120033,-0.948333979,0.328088337
Os01g0794800,-0.365075843,0.328280055
Os02g0694800,-0.644434714,0.328493131
Os12g0129700,-0.360205977,0.328493131
Os01g0221400,-0.416751324,0.328514729
Os01g0668400,0.543084339,0.328616947
Os03g0205150,-0.303560428,0.328836792
Os12g0145500,-0.261310647,0.328866733
Os12g0582600,-0.693171865,0.328880496
Os04g0507900,-0.466188657,0.328889247
Os02g0778300,0.225443892,0.328889247
Os03g0647800,0.40554534,0.328955623
Os04g0110400,0.298291198,0.329154179
Os04g0576900,0.277518113,0.329161366
Os04g0181100,0.190257165,0.329199583
Os11g0161700,0.748286685,0.329239098
Os05g0330700,0.645758236,0.329358433
Os07g0190600,1.602806364,0.329403033
Os04g0506800,-0.789000446,0.329736252
Os06g0535200,-0.266350979,0.329836382
Os07g0410700,-0.786659347,0.329858804
Os02g0611400,0.226188089,0.329915454
Os01g0832600,1.231306904,0.329915454
Os01g0923700,-0.226400158,0.329915454
Os04g0401700,0.387075696,0.329915454
Os01g0976700,-0.313041858,0.329967578
Os07g0209000,0.222612151,0.329967578
Os08g0302100,0.864465848,0.329967578
Os09g0484300,-0.219361415,0.329967578
Os01g0911800,0.21557891,0.329967578
Os08g0472400,0.320496296,0.330087203
Os01g0763100,0.376346566,0.330087203
Os10g0555300,0.455932412,0.33050975
Os01g0375100,0.233666649,0.330515465
Os11g0438700,-0.409820921,0.330620636
Os12g0256300,-0.205774171,0.330620636
Os03g0144500,0.609996718,0.330620636
Os04g0627200,0.428270261,0.330620636
Os09g0135400,-0.273178906,0.330620636
Os07g0267300,-0.443669706,0.330620636
Os09g0394500,-0.320284135,0.330623091
Os02g0807700,-0.246358126,0.330656404
Os06g0498800,-0.699355241,0.330777753
Os06g0191500,2.893370945,1.0
Os01g0555300,0.240675646,0.330944301
Os09g0321900,0.323755466,0.330944301
Os09g0420900,0.23662198,0.330979513
Os07g0459500,-1.024070577,0.330979513
Os03g0212800,0.6461296,0.331136812
Os08g0463900,-0.57929221,0.331136812
Os01g0937900,0.727396559,0.331136812
Os05g0165200,0.627356954,0.331136812
Os11g0242200,-0.634728159,0.331184528
Os03g0308700,-0.872276101,0.331184528
Os10g0395500,-0.308838308,0.331221061
Os07g0615400,0.192618502,0.331221061
Os12g0246700,0.46289709,0.331221061
Os02g0574600,0.420881432,0.331244786
Os08g0416100,-0.217408184,0.331256523
Os02g0676500,0.601612764,0.331286103
Os12g0405100,-0.184161625,0.331497485
Os01g0390300,0.262730435,0.33160738
Os12g0236400,0.257480781,0.331707558
Os10g0337500,0.369813733,0.331768541
Os03g0734400,0.337980706,0.331812216
Os01g0689800,0.252546934,0.331812216
Os04g0384000,0.600396659,0.331932434
Os03g0356638,0.342085556,0.332026163
Os06g0475400,-0.292988991,0.332448832
Os08g0223833,-0.253554128,0.332577583
Os08g0547600,0.651576329,0.332577583
Os06g0711600,-0.159578109,0.332577583
Os06g0308300,0.378917906,0.332671202
Os10g0161700,-0.385901241,0.332671202
Os04g0527000,-0.38038921,0.332671202
Os12g0191901,-0.639210925,0.332671202
Os12g0583400,-0.297854136,0.332671202
Os01g0126200,-0.668944656,0.332781425
Os09g0439400,0.281237517,0.332781425
Os02g0719000,0.332649177,0.332781425
Os09g0425900,-0.453825604,0.333007792
Os03g0296700,-0.328184969,0.333111428
Os03g0210800,-0.192793103,0.333111428
Os09g0421700,2.78693569,1.0
Os10g0340301,1.758509364,1.0
Os03g0361500,0.541707073,0.333519813
Os03g0687200,-0.266097239,0.333522659
Os03g0607600,0.43979958,0.333552581
Os07g0205500,0.928557078,0.333564322
Os09g0255400,0.599199827,0.333619514
Os01g0200400,0.384466396,0.333651818
Os03g0303100,0.297191376,0.333721632
Os07g0116600,-0.44822445,0.33373821
Os02g0749450,-0.279201179,0.333754701
Os10g0150400,3.457178903,1.0
Os03g0655100,-0.604897073,0.333756002
Os07g0100800,0.417812805,0.333806657
Os12g0571200,0.279850313,0.333806657
Os02g0130000,0.311525029,0.333809087
Os08g0529000,-1.476822857,0.333955214
Os08g0198300,-0.326251352,0.334249732
Os06g0336350,0.487967419,0.334355047
Os11g0110066,-0.249464575,0.334408246
Os12g0182900,-0.364509982,0.334408246
Os09g0565350,-0.685480201,0.334408246
Os02g0247800,0.336873712,0.334408246
Os06g0477400,-1.157588555,0.334408246
Os06g0188100,0.384329291,0.334408246
Os04g0624600,0.235306176,0.334423197
Os08g0414500,0.470473459,0.334606786
Os02g0558100,-0.28522053,0.334737947
Os04g0584600,0.170676658,0.33489973
Os11g0551900,0.54889794,0.33489973
Os06g0548000,-0.270148395,0.33489973
Os04g0536300,1.556630296,0.334991544
Os05g0125600,-0.384690456,0.335175493
Os01g0801901,-0.591072426,0.335175493
Os03g0157300,0.315657402,0.335708812
Os12g0135051,0.816195238,0.335708812
Os04g0660400,0.247037953,0.336086263
Os07g0170000,0.739371782,0.336086263
Os06g0647700,-0.384948422,0.336157975
Os05g0123200,0.381446187,0.336207216
Os06g0118800,1.073631312,0.336207216
Os02g0122900,-0.655446573,0.336207216
Os03g0782500,0.517515488,0.336433053
Os06g0248500,0.789236464,0.336492663
Os10g0399700,2.679700945,0.33657601
Os11g0210000,0.428292085,0.33657601
Os04g0513100,-1.752738761,1.0
Os06g0244000,0.345380109,0.336700258
Os01g0296700,0.922953884,0.336746713
Os01g0187900,0.514607336,0.336746713
Os01g0189700,-0.450227536,0.336750199
Os08g0538200,1.927104192,1.0
Os04g0643550,-0.247950631,0.337568871
Os02g0294600,-0.181298688,0.337572711
Os04g0621500,0.445328357,0.337572711
Os07g0228400,1.253525319,0.337576201
Os06g0227250,0.365827075,0.337589211
Os03g0799900,0.563653141,0.337589211
Os02g0527600,-0.31496883,0.337589211
Os03g0127900,0.228026345,0.337589211
Os08g0338600,0.249641065,0.337589211
Os03g0105500,-3.585151704,1.0
Os02g0258000,-2.625694937,1.0
Os03g0296800,-0.291627466,0.33776217
Os09g0549450,-0.328616394,0.33776217
Os01g0147250,0.530738568,0.337881774
Os07g0449700,1.49779284,0.338029302
Os01g0779800,0.557994724,0.33817603
Os04g0664900,-0.406327951,0.33817603
Os01g0868000,1.216600182,0.33817603
Os05g0148500,0.622398971,0.338527821
Os05g0191500,2.266627934,1.0
Os03g0198900,-0.274675268,0.338741528
Os11g0176000,1.125840481,0.338741528
Os02g0739400,0.397490824,0.33889238
Os06g0132500,0.764574294,0.338955864
Os11g0640500,-0.397027189,0.339191771
Os01g0143800,-0.334858601,0.339210818
Os02g0606400,0.506499077,0.339210818
Os02g0158550,2.638622126,1.0
Os12g0484600,0.855261674,0.339515673
Os05g0449100,-0.589616326,0.339669963
Os04g0206401,3.68930173,1.0
Os07g0658700,0.28863725,0.339827718
Os01g0777101,0.259215937,0.340182732
Os10g0489650,0.459304109,0.340182732
Os09g0346400,-0.215660623,0.340182732
Os07g0567500,0.505435358,0.340182732
Os12g0204500,0.544465741,0.340369226
Os12g0118200,0.247575859,0.340633746
Os05g0440000,1.841135369,1.0
Os07g0681200,-0.697074881,0.340771254
Os03g0184400,-1.616680757,0.341052662
Os02g0810300,0.250629514,0.34106701
Os08g0288200,-0.52317372,0.341331505
Os05g0463800,-0.202782787,0.341331505
Os01g0698900,-0.628330486,0.341331505
Os04g0675101,-0.433064579,0.341502397
Os10g0552600,0.315438092,0.341502397
Os07g0619400,-2.187760075,1.0
Os08g0515700,0.457123493,0.341502397
Os05g0150000,0.218644499,0.341502397
Os01g0299300,0.710200648,0.341530185
Os09g0455000,-0.87559157,0.3416297
Os11g0123033,-0.277661324,0.341925476
Os01g0655400,-0.188937253,0.341986027
Os09g0508951,-0.470299919,0.341998605
Os10g0575600,2.698105726,1.0
Os01g0502900,-0.37803602,0.341998605
Os01g0339900,0.184549008,0.341998605
Os06g0180000,0.294051212,0.341998605
Os09g0548100,0.925997908,0.341998605
Os04g0462400,0.431243047,0.342180442
Os08g0149100,0.610052846,0.342244939
Os10g0377300,0.384058561,0.342244939
Os01g0783200,0.699166834,0.342244939
Os12g0615400,0.152831039,0.342244939
Os09g0245500,-0.26652525,0.342244939
Os12g0139600,0.253634768,0.342244939
Os03g0417800,0.548989383,0.34228845
Os09g0563200,0.336461457,0.342394972
Os10g0492000,-0.26577084,0.342568371
Os03g0816400,0.344940617,0.342617688
Os02g0615500,1.555415309,0.342691655
Os08g0161500,0.212259936,0.34272401
Os12g0116700,0.650015397,0.34272401
Os03g0762900,0.40873972,0.342794677
Os06g0125700,-0.508429213,0.342856158
Os03g0329900,-0.237868145,0.342856158
Os01g0608400,-0.422934466,0.342856158
Os07g0594400,1.384222294,0.342906992
Os07g0122300,-0.328604411,0.343510788
Os08g0298500,2.975096706,1.0
Os07g0598300,0.214872049,0.343528383
Os01g0187000,-1.184673177,0.343528383
Os08g0103000,-0.20682344,0.343550185
Os02g0326100,0.291095352,0.343550185
Os09g0442700,0.337186689,0.343581723
Os11g0623800,1.274995331,0.343581723
Os01g0610700,-0.264267064,0.343726272
Os01g0930400,-0.891226138,0.343844652
Os03g0741100,1.108199754,0.343894333
Os01g0647850,-0.240393915,0.343972282
Os08g0441600,-0.42738881,0.343972282
Os05g0159100,0.220493764,0.343972282
Os04g0443900,-1.191442238,0.343972282
Os03g0758900,-0.455265137,0.344154825
Os01g0840300,4.815198184,1.0
Os02g0626100,0.335204371,0.344435784
Os12g0506600,-1.439970853,0.344435784
Os05g0406000,-0.455050086,0.344435784
Os06g0708600,0.203521012,0.34449985
Os07g0242400,1.299262156,0.344607221
Os06g0298100,0.900107203,0.344614824
Os12g0433500,0.332308469,0.34466571
Os10g0380100,0.80084249,0.34467797
Os04g0566100,-0.221821627,0.344784558
Os12g0509900,-0.277275118,0.344984428
Os02g0543900,1.529230593,1.0
Os03g0231700,-0.379908896,0.345029052
Os02g0809700,0.633803696,0.345029052
Os02g0689200,-0.264379662,0.345029052
Os04g0644750,-0.232788687,0.345268944
Os06g0185400,0.459454598,0.345278287
Os10g0437100,-0.259408902,0.345452743
Os11g0279750,-3.678237522,1.0
Os07g0170300,-0.207579244,0.346075656
Os12g0297400,-0.185003454,0.346441374
Os06g0346400,0.216562694,0.346480821
Os06g0625800,-0.407802595,0.346625843
Os05g0394200,0.347674175,0.346696884
Os03g0407900,0.47422849,0.346696884
Os04g0308400,-1.842718047,0.346696884
Os07g0553900,-0.234001665,0.346772598
Os06g0652550,0.867005111,0.347169013
Os04g0597501,2.958984738,1.0
Os08g0551300,0.725527104,0.347218787
Os04g0492100,0.15672661,0.347218787
Os03g0442800,-3.001131447,1.0
Os04g0509400,0.578455229,0.347248082
Os02g0627900,-0.585360906,0.347248082
Os05g0361000,-0.240226639,0.347248082
Os05g0102400,-0.401732434,0.347249722
Os02g0821400,-0.276688565,0.347249722
Os02g0637800,-0.261940361,0.347358864
Os02g0684500,0.441323876,0.347387083
Os08g0296700,-0.245175105,0.347387083
Os02g0218800,-0.404758864,0.347558082
Os04g0172100,-0.638592712,0.347694736
Os04g0630100,-2.949605051,1.0
Os02g0707900,-0.281904115,0.347718971
Os04g0249500,1.216763115,0.347718971
Os06g0170100,-1.76739339,0.347718971
Os02g0218700,-1.198089062,0.347796162
Os06g0113950,-0.33045374,0.348084984
Os12g0564600,-0.342055617,0.348084984
Os12g0154600,0.270543581,0.34815674
Os02g0610800,-0.613962408,0.348356057
Os06g0506100,-0.338039137,0.348356057
Os11g0216900,0.24254378,0.348401446
Os01g0916800,-0.167643357,0.348547872
Os10g0422200,0.608027179,0.348649892
Os02g0612900,-0.801067808,0.348662465
Os04g0502900,-0.218715042,0.348662465
Os07g0415200,0.292417175,0.348718048
Os07g0694000,-0.182860602,0.348731393
Os03g0787600,-0.376257844,0.348794041
Os05g0574800,-0.758221571,0.34882032
Os07g0109300,-0.353192239,0.349155103
Os12g0162100,-0.235941634,0.349155103
Os04g0641400,0.327619466,0.349175394
Os03g0703300,-0.58670933,0.349208107
Os03g0266800,0.19164583,0.349208107
Os01g0157800,-0.437107712,0.349208107
Os07g0163900,0.738342175,0.349208107
Os12g0169800,0.197582549,0.349440309
Os03g0689900,-0.272372377,0.349440309
Os02g0761100,0.578779986,0.349440309
Os05g0270000,0.549427063,0.349556707
Os07g0486500,-0.225232826,0.349959326
Os09g0417400,0.233338349,0.349959326
Os06g0270950,0.764234218,0.349996456
Os02g0595800,0.293154062,0.350003915
Os07g0225100,0.450556285,0.350003915
Os03g0701600,-0.204914202,0.350003915
Os01g0184200,-0.202194359,0.350003915
Os02g0184200,1.073876803,0.350003915
Os06g0166500,0.337298528,0.350003915
Os03g0822800,-0.447157149,0.350003915
Os10g0567600,0.303335729,0.350254055
