GeneID,logFC
Solyc01g005140,-0.9146443664247484
Solyc01g005150,0.24120822695349092
Solyc01g005210,-0.9303249707996067
Solyc01g005220,0.08666652553626891
Solyc01g005230,-2.0047933582934214
Solyc01g005240,-0.92443395137103
Solyc01g005250,0.1179051385597312
Solyc01g005260,0.15378481101836208
Solyc01g005270,0.15732674840731697
Solyc01g005300,-0.2870306885950777
Solyc01g005320,0.8813543418340068
Solyc01g005330,0.4083698170636203
Solyc01g005340,-0.21821418345420335
Solyc01g005370,-0.2639867980046741
Solyc01g005380,-0.9244874914449067
Solyc01g005390,-1.7804553576146798
Solyc01g005400,0.41925829472193243
Solyc01g005410,0.2035853778525396
Solyc01g005420,-0.3006605845051554
Solyc01g005430,-0.8125554868551187
Solyc01g005440,-0.3851082013637084
Solyc01g005460,0.4338685938025636
Solyc01g005470,-1.7086181537781961
Solyc01g005480,-0.3056429735892342
Solyc01g005490,-0.3922115758349653
Solyc01g005520,2.518782325171032
Solyc01g005530,0.48965325020720923
Solyc01g005540,0.2672256838765087
Solyc01g005550,0.6316456610439655
Solyc01g005560,0.7446724770132394
Solyc01g005570,0.044836999856265776
Solyc01g005580,0.04242171042545441
Solyc01g005590,1.0795222399944977
Solyc01g005600,-0.49118307002133893
Solyc01g005620,-0.12141767791770788
Solyc01g005640,0.3254306099759564
Solyc01g005670,0.02971017234696368
Solyc01g005680,0.03455083696198557
Solyc01g005690,0.16114391209375933
Solyc01g005700,0.3343372218127994
Solyc01g005790,0.19683984975459626
Solyc01g005810,-0.5401615963009255
Solyc01g005820,-0.22103748804945822
Solyc01g005830,0.26724374694956404
Solyc01g005840,-0.10273217502461442
Solyc01g005850,-1.6414332602324848
Solyc01g005860,-1.6776256931442806
Solyc01g005900,0.9834729740501175
Solyc01g005910,-0.0483112105219082
Solyc01g005920,1.3363814427304066
Solyc01g005930,-0.06616853770935097
Solyc01g005940,7.605311117184987
Solyc01g005950,0.1650950128194827
Solyc01g005960,0.10375232692868602
Solyc01g005970,-0.18256526915611393
Solyc01g005980,1.3947520679068475
Solyc01g005990,1.0297056220684409
Solyc01g006000,-0.08072753217548215
Solyc01g006010,0.27931006797313246
Solyc01g006020,-0.6970729957988798
Solyc01g006030,-0.3006697476834149
Solyc01g006040,-0.37020454413587733
Solyc01g006050,-1.8753088418584287
Solyc01g006060,2.1803214156686055
Solyc01g006070,0.1968437634679526
Solyc01g006090,0.6298231739005714
Solyc01g006100,1.255727446433599
Solyc01g006110,-0.030937894685273838
Solyc01g006120,-0.6563280329367854
Solyc01g006130,-0.4894904227923084
Solyc01g006150,0.6886610681106572
Solyc01g006160,-0.14216847715941242
Solyc01g006170,0.4822371622287846
Solyc01g006180,0.04483181402875374
Solyc01g006190,-0.06364765652140184
Solyc01g006200,-0.27264796921691387
Solyc01g006220,0.36676151850969363
Solyc01g006230,-0.23211914798729322
Solyc01g006240,0.6748797153919168
Solyc01g006250,0.1741010181194786
Solyc01g006260,-0.21818483031328373
Solyc01g006280,0.39121888652135334
Solyc01g006300,1.3667893864946639
Solyc01g006310,-5.972094392479206
Solyc01g006340,-0.041307248507353914
Solyc01g006350,-0.12584421848839886
Solyc01g006360,-0.183435865182621
Solyc01g006370,-0.3462299752476404
Solyc01g006380,-0.006704901572143403
Solyc01g006400,0.9320241044683978
Solyc01g006430,-0.5588894320800545
Solyc01g006450,0.9517238910487779
Solyc01g006480,0.16874987534885771
Solyc01g006490,0.07130522841840757
Solyc01g006500,-0.4108293982750832
Solyc01g006510,-1.0311300643372647
Solyc01g006630,1.1037302428071736
Solyc01g006650,-1.0255359563593456
Solyc01g006660,0.1968365043585366
Solyc01g006670,-0.5526475447910758
Solyc01g006680,0.20402920031200153
Solyc01g006690,-0.3410407970564207
Solyc01g006700,0.3090426209988583
Solyc01g006710,-0.3251168566802685
Solyc01g006720,-0.2181849717116231
Solyc01g006740,1.2736396874217624
Solyc01g006780,0.9912496818355663
Solyc01g006790,0.9623802031147527
Solyc01g006800,-0.6105118089329323
Solyc01g006810,-0.26548611864058663
Solyc01g006820,1.0278141920703339
Solyc01g006830,0.11301133710369962
Solyc01g006840,0.004194312532129151
Solyc01g006860,0.5703029342324577
Solyc01g006870,0.050978680214400184
Solyc01g006880,-0.3817039394421437
Solyc01g006890,0.6342356105418643
Solyc01g006900,0.411127614526421
Solyc01g006930,1.0594644269451856
Solyc01g006940,0.5407758182063918
Solyc01g006950,-0.6141809411052286
Solyc01g006960,-0.48123643286288775
Solyc01g006970,-0.758774650389108
Solyc01g006980,0.7266540954552763
Solyc01g006990,-0.5704774146955692
Solyc01g007010,-1.218193272841021
Solyc01g007060,-0.38812430997680664
Solyc01g007070,0.3953455364470985
Solyc01g007100,0.45989289728539634
Solyc01g007110,-0.9957942526195227
Solyc01g007120,0.06811432534047754
Solyc01g007130,1.403259940167373
Solyc01g007140,0.4192354325817488
Solyc01g007150,0.17411529527372807
Solyc01g007170,1.3667609527698241
Solyc01g007180,-0.6838545820442429
Solyc01g007190,-0.07617969516918627
Solyc01g007220,0.21206934035636474
Solyc01g007230,0.7359798662447892
Solyc01g007250,0.09726682819917443
Solyc01g007260,0.4531589124366143
Solyc01g007320,-0.4812275871211222
Solyc01g007390,-0.596673024129414
Solyc01g007400,0.04480603026256773
Solyc01g007410,-0.2885012803579592
Solyc01g007440,-0.21821044565982148
Solyc01g007670,-0.4026436314239381
Solyc01g007710,0.8972730537788797
Solyc01g007730,0.19690905926432564
Solyc01g007750,-1.0117244730352994
Solyc01g007760,0.004191219296064987
Solyc01g007770,0.5016745217321336
Solyc01g007780,-0.6962683698102118
Solyc01g007790,0.16885483980762436
Solyc01g007820,-0.2182260325673593
Solyc01g007840,-0.057754394041184376
Solyc01g007850,0.14434291153390047
Solyc01g007860,-0.5505798106047585
Solyc01g007880,0.4192318814465792
Solyc01g007890,-0.14783601141971972
Solyc01g007900,0.12132191950901908
Solyc01g007910,0.8187249703244428
Solyc01g007920,-0.22835110472246672
Solyc01g007930,-1.823097405543271
Solyc01g007960,-0.29482290593220434
Solyc01g007970,0.1968260593170801
Solyc01g007990,0.6993275917596846
Solyc01g008000,-0.4567209957695815
Solyc01g008010,0.6442596706781503
Solyc01g008020,0.05028972151628439
Solyc01g008030,1.2908054929586874
Solyc01g008050,0.3511612059148819
Solyc01g008060,-0.6768243497973644
Solyc01g008070,-1.118687864380828
Solyc01g008080,-0.7140912272620636
Solyc01g008090,0.04485615859558059
Solyc01g008100,0.3667211218348608
Solyc01g008110,0.5048358686179221
Solyc01g008120,-0.2182028714315691
Solyc01g008130,-0.381690765512444
Solyc01g008140,-0.09027465836705642
Solyc01g008150,-1.0255320128813812
Solyc01g008160,0.05741213588552797
Solyc01g008170,-0.30184672664756834
Solyc01g008180,-0.25473760310738075
Solyc01g008190,-0.38327971728987065
Solyc01g008200,-0.21820992816915571
Solyc01g008210,-0.08067886450880538
Solyc01g008220,0.12969755825733012
Solyc01g008230,-0.0066633868587401114
Solyc01g008250,0.3122817482489871
Solyc01g008260,-0.13251882102339343
Solyc01g008270,-0.28911724307804165
Solyc01g008280,-0.21818944085183664
Solyc01g008290,0.4338675636159832
Solyc01g008300,-0.7940251212486121
Solyc01g008310,-0.19352615216513328
Solyc01g008320,1.0905558790679608
Solyc01g008330,1.1096196498998026
Solyc01g008340,0.4542237117553417
Solyc01g008370,-0.667644833190723
Solyc01g008440,0.36673565670546815
Solyc01g008460,-0.025502625525265336
Solyc01g008470,0.30785716244513944
Solyc01g008480,-0.5019993683839967
Solyc01g008490,0.1379669448250862
Solyc01g008520,-1.080732313322717
Solyc01g008530,-0.18255405881950293
Solyc01g008550,-0.12140361040380382
Solyc01g008560,0.3292921175313794
Solyc01g008600,0.07131376790104216
Solyc01g008620,1.3858589075098953
Solyc01g008650,-0.5181928044532184
Solyc01g008660,-0.6511233383236992
Solyc01g008690,1.4598887995774328
Solyc01g008700,-0.03379156455315714
Solyc01g008730,-0.19682485039717496
Solyc01g008760,-0.49385090538221577
Solyc01g008770,0.014961450567262478
Solyc01g008780,-0.05674506453691434
Solyc01g008800,0.04483327477388334
Solyc01g008810,-0.7800914435547802
Solyc01g008820,0.5031125059703612
Solyc01g008840,-0.1449518338420409
Solyc01g008850,0.23636225733355234
Solyc01g008890,-0.280904723776069
Solyc01g008900,-0.10272679629708925
Solyc01g008910,0.1037208956274884
Solyc01g008920,0.5187575708639325
Solyc01g008930,0.5187613760189322
Solyc01g008950,-0.06545989188326344
Solyc01g008960,-0.5216442428091401
Solyc01g008970,-0.45976286216582685
Solyc01g008980,-0.6511290995574245
Solyc01g008990,0.05595235773749704
Solyc01g009000,-0.7907931419431529
Solyc01g009010,0.5702944397069415
Solyc01g009020,0.17771737218219819
Solyc01g009030,0.0004511448257185114
Solyc01g009040,1.6077568437320158
Solyc01g009050,-0.2816436053897275
Solyc01g009060,-0.39267748604196034
Solyc01g009070,-0.4526636538160528
Solyc01g009090,-0.5184179473188364
Solyc01g009100,0.5910180801939823
Solyc01g009110,-1.2182014172092073
Solyc01g009120,-0.9062942624517526
Solyc01g009150,0.2748502328824683
Solyc01g009160,-0.24673846414184925
Solyc01g009170,-0.59129715008829
Solyc01g009180,0.44924149499912125
Solyc01g009200,0.4598946411164086
Solyc01g009210,0.7818080391652069
Solyc01g009230,0.543616917300638
Solyc01g009280,-0.10802431520627387
Solyc01g009290,-0.5502664955848493
Solyc01g009300,0.4433979129910751
Solyc01g009310,0.29897941128512706
Solyc01g009370,0.103735547779589
Solyc01g009380,0.051882844094096554
Solyc01g009390,0.04481117581329429
Solyc01g009420,-0.4228575326701478
Solyc01g009430,0.2389631116907561
Solyc01g009450,-0.7791648944129946
Solyc01g009480,1.7817983256974366
Solyc01g009500,2.284294089195463
Solyc01g009520,-0.1464837680601983
Solyc01g009560,2.366760666968353
Solyc01g009580,4.339956964253121
Solyc01g009610,-0.6155414054052342
Solyc01g009620,0.029739025805380268
Solyc01g009630,0.0509494952452044
Solyc01g009720,-0.14417343089245693
Solyc01g009750,0.02349622885065116
Solyc01g009760,0.9453323358682381
Solyc01g009770,0.21068808906643854
Solyc01g009780,-0.6307415042339217
Solyc01g009820,-0.3154827492935949
Solyc01g009850,0.6415845558910377
Solyc01g009860,0.2811530440356853
Solyc01g009870,-1.8031626806517074
Solyc01g009970,0.7818234131979521
Solyc01g009990,0.7096455735833932
Solyc01g010000,-0.1775176893877183
Solyc01g010020,-0.3856633115233054
Solyc01g010030,0.5891538261312615
Solyc01g010060,1.817417124254596
Solyc01g010080,0.040956636042306455
Solyc01g010130,-0.7036280603812658
Solyc01g010150,0.10370783018680534
Solyc01g010190,-0.21814621310652202
Solyc01g010200,-0.7486988331149785
Solyc01g010220,0.061886701191040394
Solyc01g010230,-0.031528753495735806
Solyc01g010270,0.6351012541849003
Solyc01g010290,0.897267844978225
Solyc01g010310,1.0672015369693597
Solyc01g010350,5.054823692975663
Solyc01g010390,0.7818102561127419
Solyc01g010420,-1.0255736082486822
Solyc01g010430,-0.43581293081773814
Solyc01g010440,-1.5321979691148562
Solyc01g010460,0.1968260593170801
Solyc01g010470,0.10369450191334059
Solyc01g010480,0.7817989361211352
Solyc01g010540,-0.36145467999644004
Solyc01g010570,-1.009661641436541
Solyc01g010580,-1.1729099216153167
Solyc01g010590,-0.09692082962043394
Solyc01g010640,-0.4339314154641321
Solyc01g010650,-0.2779098233348843
Solyc01g010660,-0.3056425790760906
Solyc01g010700,-0.5177766807426458
Solyc01g010710,3.1371679937942756
Solyc01g010720,0.19682771830656834
Solyc01g010730,0.48225775751115757
Solyc01g010750,-0.12160917799962787
Solyc01g010760,1.8524775244876857
Solyc01g010770,-3.511000157112364
Solyc01g010780,-0.4050702402647611
Solyc01g010810,0.026882739625926733
Solyc01g010820,0.25714605579342503
Solyc01g010830,0.10373386909551698
Solyc01g010860,-0.4276605764897761
Solyc01g010870,-0.08432624555573724
Solyc01g010880,0.03557169148223043
Solyc01g010920,0.022813618713144582
Solyc01g010930,0.29635109187603403
Solyc01g010940,-0.0030405465552770863
Solyc01g010950,-1.0661628785022121
Solyc01g010970,0.5187575708639325
Solyc01g010990,0.1968422881106813
Solyc01g011000,-0.22258988213206876
Solyc01g011010,0.4338312091210332
Solyc01g011030,-0.6435067717368267
Solyc01g011040,0.2850289151437792
Solyc01g011080,-0.3702509630654706
Solyc01g011090,-0.218179389686349
Solyc01g011100,-0.27064933157462506
Solyc01g011340,0.0619170220161665
Solyc01g011350,0.20449558016916108
Solyc01g011430,-0.14417025068046802
Solyc01g011470,-1.8031643977346452
Solyc01g014110,0.09668266538527322
Solyc01g014120,0.1228402561744536
Solyc01g014180,-1.277606843518622
Solyc01g014230,-0.1580755493180071
Solyc01g014250,-0.3251408748729634
Solyc01g014480,-0.15111167868400568
Solyc01g014490,0.13327867370152627
Solyc01g014620,-0.21818641997657592
Solyc01g014840,1.2147845923328398
Solyc01g014850,-0.5777352347510417
Solyc01g015020,-0.27267298068076573
Solyc01g015080,-0.994046535630138
Solyc01g016410,0.0355518323525898
Solyc01g016460,-0.11731634170966818
Solyc01g016470,0.5145033655748689
Solyc01g017860,-0.11125345331222133
Solyc01g020220,-0.37021914868845807
Solyc01g020240,0.20802943408743949
Solyc01g020320,0.022799975167714346
Solyc01g020330,-0.41079763744358905
Solyc01g020440,0.356022169044219
Solyc01g020500,-0.5718476161505963
Solyc01g020520,-0.1113094924950741
Solyc01g021630,-1.9551360134520737
Solyc01g021640,-0.3177778012720696
Solyc01g021670,-0.08889458907772878
Solyc01g022740,0.14438271652245152
Solyc01g022750,0.9711085648932034
Solyc01g028810,-0.1734009119819779
Solyc01g028830,0.32235834845411493
Solyc01g028860,-1.2732560823337276
Solyc01g028870,-0.41613397464336954
Solyc01g028900,0.1286591177909897
Solyc01g028930,-0.07274296808916672
Solyc01g033980,-0.3113384496647845
Solyc01g034020,0.35008837174542223
Solyc01g034150,0.11043922120384422
Solyc01g044240,-1.5718251311341624
Solyc01g044270,-0.008730273097252987
Solyc01g044340,0.03705167311819755
Solyc01g044350,-0.2181863933754346
Solyc01g044360,-0.4405987154675585
Solyc01g044420,0.5187747867443749
Solyc01g044490,0.10369577767734435
Solyc01g049650,-0.6988285913030107
Solyc01g049680,-0.26053091487575863
Solyc01g049690,-0.2435332848253845
Solyc01g049770,-1.0412852835840398
Solyc01g049880,-0.507735836488188
Solyc01g049890,-0.3900168069017871
Solyc01g049930,0.3223773493440881
Solyc01g049960,0.5951241512676657
Solyc01g050070,0.19687364048588393
Solyc01g056340,-0.1219798915497679
Solyc01g056350,-1.1744600893241732
Solyc01g056480,-0.3337086807023619
Solyc01g056570,0.42271964287271596
Solyc01g056600,-0.2181996406257447
Solyc01g056610,-0.21813750664892084
Solyc01g056690,-0.1567898551138274
Solyc01g056720,-0.03141778821510796
Solyc01g056780,0.1803735190217248
Solyc01g056790,0.6749063564658417
Solyc01g056800,0.433881841875049
Solyc01g056810,-0.5006046249189271
Solyc01g056830,-0.28239477292162557
Solyc01g056850,-1.8620571427267691
Solyc01g056940,0.3912226826114236
Solyc01g056980,-0.4563711338082622
Solyc01g057000,-2.1357485920126966
Solyc01g057020,-0.33366593647711207
Solyc01g057040,-0.14222401825483547
Solyc01g057090,-0.7137251255936643
Solyc01g057200,0.7817918187297872
Solyc01g057210,-0.1988512064388409
Solyc01g057270,0.6993396650190261
Solyc01g057310,1.3667609527698241
Solyc01g057340,-0.048310459177673584
Solyc01g057390,0.32233357624483405
Solyc01g057430,0.7817714053760358
Solyc01g057440,-0.748704705171622
Solyc01g057460,0.04892928269157273
Solyc01g057490,-0.7487286909987135
Solyc01g057520,-0.14417343089245693
Solyc01g057570,0.5302813529376477
Solyc01g057760,-0.35032324864275977
Solyc01g057770,1.0297160912969796
Solyc01g057780,-0.3250941822965658
Solyc01g057830,0.36677355957040786
Solyc01g057840,-0.1816690275304155
Solyc01g057850,-0.18258322779307798
Solyc01g057900,0.14951797048501803
Solyc01g057910,-0.4812432440928987
Solyc01g058010,-0.21822849895790244
Solyc01g058020,-0.13072155291444854
Solyc01g058100,1.0041943565109595
Solyc01g058140,-0.5685113121535825
Solyc01g058190,-0.41747964749203337
Solyc01g058260,-0.37992533371854215
Solyc01g058270,1.5187607325849304
Solyc01g058280,-0.07756639945224425
Solyc01g058320,0.3123070842650162
Solyc01g058350,-1.9186609824358438
Solyc01g058390,-0.854481203387807
Solyc01g058450,-0.07524088807526133
Solyc01g058470,-0.16836274815975824
Solyc01g058490,-2.545014749152053
Solyc01g058500,-1.9111697021849812
Solyc01g058520,-0.4591914402664706
Solyc01g058530,-0.3336285860935846
Solyc01g058670,0.6298062616261868
Solyc01g058720,2.8902933389327012
Solyc01g058730,-0.03112488735080742
Solyc01g059830,-0.843305726161125
Solyc01g059860,-1.3692577318521757
Solyc01g059870,0.25388527142113876
Solyc01g059880,0.42390823037910563
Solyc01g059900,8.155236226167512
Solyc01g059930,-0.6624276385136508
Solyc01g060030,-1.1446747770073837
Solyc01g060040,-0.01658880754510726
Solyc01g060050,-0.011762814419840662
Solyc01g060070,1.7077970144019547
Solyc01g060080,-0.3640694669437436
Solyc01g060090,-0.30065925426922996
Solyc01g060100,-0.2547071475689223
Solyc01g060130,0.5801564340293734
Solyc01g060140,-0.5282068166710141
Solyc01g060170,-0.48706226722998747
Solyc01g060180,-0.697020752307626
Solyc01g060240,0.9720859225801657
Solyc01g060250,-0.048313277090945815
Solyc01g060260,1.7077626075212353
Solyc01g060280,0.25125612952443693
Solyc01g060410,1.3667609527698241
Solyc01g060470,-0.1423984032956086
Solyc01g065490,0.3617907161566282
Solyc01g065500,1.1037070850955109
Solyc01g065510,1.0333645332231547
Solyc01g065530,1.3194751589132514
Solyc01g065540,0.45101088101796194
Solyc01g065550,0.2672256838765087
Solyc01g065560,-0.1151027035671556
Solyc01g065580,0.03233408166711941
Solyc01g065690,-0.5401006323311806
Solyc01g065700,-0.654302005349996
Solyc01g065710,-0.6811126857772443
Solyc01g065840,-0.540125073700405
Solyc01g065980,-1.2285599346192815
Solyc01g066050,-0.11048551091487453
Solyc01g066060,0.4156804022393272
Solyc01g066200,0.14433073039836972
Solyc01g066260,1.1603063605128212
Solyc01g066270,0.9193255336617071
Solyc01g066290,-0.43646401774359034
Solyc01g066310,-0.5456166420471175
Solyc01g066430,-0.022239544028709448
Solyc01g066440,0.6887210347155884
Solyc01g066450,-1.5494235841582444
Solyc01g066480,0.7493818910620691
Solyc01g066520,-1.6250180328667443
Solyc01g066560,1.9517095733583039
Solyc01g066590,-0.8848144070435594
Solyc01g066640,-0.5807714680830725
Solyc01g066690,-0.28861660188240085
Solyc01g066720,-0.7923722690562708
Solyc01g066740,0.6663473465959868
Solyc01g066760,2.8476358152371444
Solyc01g066790,0.018872437618051165
Solyc01g066820,0.004188192419061025
Solyc01g066830,-0.3336777372050031
Solyc01g066840,0.3171358600471114
Solyc01g066860,0.2813294772841628
Solyc01g066870,0.1884238030386248
Solyc01g066880,-0.9800479793776962
Solyc01g066900,1.3053651538944013
Solyc01g066910,2.7697624818955187
Solyc01g066940,-1.0011021001032354
Solyc01g066970,-0.24991044777022423
Solyc01g066980,0.2492817513641357
Solyc01g067000,-0.7211538047659911
Solyc01g067010,-1.1357406861854664
Solyc01g067020,-1.2962171462559344
Solyc01g067030,0.04482010511467417
Solyc01g067070,-0.8245183720415133
Solyc01g067080,0.4140412393691917
Solyc01g067090,0.36673565670546815
Solyc01g067100,-0.5909074231465953
Solyc01g067120,1.5543906468726494
Solyc01g067180,-0.5807741850953431
Solyc01g067220,-0.34376978104027245
Solyc01g067230,0.1037528306690483
Solyc01g067270,0.004184222312333833
Solyc01g067280,-0.37252197373536633
Solyc01g067290,1.1968393673604663
Solyc01g067300,-0.2712580957263267
Solyc01g067330,1.0911297805202969
Solyc01g067360,-1.2563226521907123
Solyc01g067370,2.720419139477879
Solyc01g067380,1.103706857977826
Solyc01g067390,-0.7602551987992789
Solyc01g067400,-0.0594921009111041
Solyc01g067460,-5.068342481452514
Solyc01g067480,1.6886733047944296
Solyc01g067490,0.17606308873118245
Solyc01g067500,-0.540141151628958
Solyc01g067530,-0.06620100250487354
Solyc01g067540,2.4822506136030897
Solyc01g067550,0.6855789135522445
Solyc01g067560,-0.7442627412819072
Solyc01g067580,-0.13244918345047685
Solyc01g067590,0.28580730564264956
Solyc01g067600,-0.04313289125457011
Solyc01g067610,-0.06620308623155075
Solyc01g067620,1.6845068459186618
Solyc01g067630,0.7204041757931262
Solyc01g067640,0.17771913620437146
Solyc01g067660,-1.4693383778077858
Solyc01g067680,0.14440804151145314
Solyc01g067690,0.7817894737423319
Solyc01g067710,0.3769693596986732
Solyc01g067720,-0.5471425011838481
Solyc01g067730,0.27274890519294315
Solyc01g067740,0.015719407338729844
Solyc01g067750,0.7070071700862957
Solyc01g067790,0.36676151850969363
Solyc01g067800,0.7470726076896765
Solyc01g067820,0.21475826877328824
Solyc01g067830,0.05742015586710435
Solyc01g067850,2.0892427438767496
Solyc01g067860,1.4211108553380198
Solyc01g067870,-1.540048043749566
Solyc01g067890,-1.6252425178772514
Solyc01g067900,0.4968150002644998
Solyc01g067910,1.0042938348180308
Solyc01g067930,0.524664178351401
Solyc01g067940,0.5111375939676349
Solyc01g068000,-0.41980678624847195
Solyc01g068020,-0.6876933363082881
Solyc01g068030,-0.025540941394375943
Solyc01g068050,-0.1357257195306145
Solyc01g068060,-0.5817913950006702
Solyc01g068070,-0.011764310734518214
Solyc01g068080,-0.3385008155479959
Solyc01g068100,-0.30392715739926385
Solyc01g068130,1.6693055605332314
Solyc01g068140,0.5187643839546917
Solyc01g068150,0.3123133364208712
Solyc01g068160,-0.18905948850369508
Solyc01g068170,-0.16158984076824243
Solyc01g068180,-0.31132416081804704
Solyc01g068190,0.6748797153919168
Solyc01g068200,0.334350489083416
Solyc01g068210,0.03139488876608772
Solyc01g068240,0.39325718308264845
Solyc01g068250,0.12284451359808791
Solyc01g068260,-0.08070939935897219
Solyc01g068270,-0.08069192302670271
Solyc01g068280,0.3894836626219593
Solyc01g068290,-0.37022871346831465
Solyc01g068330,-0.5691245020999949
Solyc01g068350,0.04484832279865951
Solyc01g068360,0.5338525669177391
Solyc01g068370,-0.11126445322085989
Solyc01g068380,-0.4010959796545481
Solyc01g068390,-0.6946410519953161
Solyc01g068400,-0.3181159353477054
Solyc01g068410,0.4788748753786908
Solyc01g068420,-1.4982847192138244
Solyc01g068450,-0.3536111036829404
Solyc01g068460,-0.9038061830006193
Solyc01g068470,-0.9551817593169654
Solyc01g068480,-0.49282273819390887
Solyc01g068530,-0.3549596731225053
Solyc01g068540,0.629765086054529
Solyc01g068560,0.04482135194180279
Solyc01g068580,0.11301625095208352
Solyc01g068600,0.044861579487134394
Solyc01g068610,-0.14663716161138807
Solyc01g068620,-0.10276927957665978
Solyc01g068630,1.7817850557755428
Solyc01g068640,0.6886765869121404
Solyc01g073640,2.0254099542981194
Solyc01g073650,-1.0544905845789863
Solyc01g073660,-0.6332388159609654
Solyc01g073670,2.5408178021200083
Solyc01g073680,1.751418360791747
Solyc01g073690,0.2518188284367665
Solyc01g073700,-1.616708491720497
Solyc01g073710,-1.1267466783547346
Solyc01g073720,-0.6018428797442601
Solyc01g073730,-0.8258653190159556
