gene_id,log2FoldChange,padj
Os01g0935450,2.465376078,1.0
Os06g0508800,-0.29543923,0.599053981
Os07g0498400,0.170580097,0.599053981
Os01g0332700,1.130310787,0.599218484
Os03g0124033,1.757320541,1.0
Os02g0539600,-0.303301316,0.599218484
Os11g0177400,-0.181846083,0.599218484
Os06g0650600,-0.147802921,0.599218484
Os11g0112900,0.164213671,0.599218484
Os12g0631200,0.125282314,0.599223529
Os02g0603900,0.596771762,0.599223529
Os06g0125000,-0.282720564,0.599223529
Os03g0746500,0.208007342,0.599223529
Os10g0118800,0.248294401,0.599223529
Os11g0544600,0.123918268,0.599223529
Os07g0256200,-0.217807619,0.599223529
Os06g0623300,-0.221768929,0.599237675
Os03g0738600,-0.655598721,0.599335639
Os02g0263432,1.194582469,0.599335639
Os04g0447900,0.26590254,0.599360287
Os01g0683550,-1.877095785,1.0
Os05g0141500,-0.138931236,0.599428927
Os01g0812100,-0.379725587,0.599428927
Os05g0212200,-0.136727226,0.599484808
Os05g0204900,0.153335835,0.599484808
Os06g0714200,0.135893225,0.5994913
Os01g0577450,-0.379122265,0.599558074
Os06g0141100,0.828341221,0.5996359
Os01g0773600,0.125270284,0.599688949
Os03g0171600,-0.104979944,0.599689813
Os08g0527300,0.499277374,0.599743864
Os05g0237400,1.633534796,1.0
Os10g0343400,0.279511388,0.599810865
Os02g0122900,-0.389768458,0.599867035
Os10g0200800,1.027655254,0.599867035
Os07g0215200,-0.130180298,0.599888215
Os09g0471800,0.14673848,0.600007997
Os12g0168100,0.487550663,0.600045493
Os01g0525100,0.370085031,0.600579314
Os07g0158900,-0.153226201,0.60059618
Os04g0624701,0.330525475,0.600621011
Os12g0468300,-0.989827862,0.600729445
Os06g0255900,0.242051663,0.600810361
Os06g0665200,0.439806121,0.600982202
Os05g0435500,-0.130644366,0.600982202
Os01g0745300,0.177930528,0.600982202
Os05g0494050,0.894094223,0.600982202
Os11g0236932,0.201293279,0.600982202
Os01g0135000,0.451501296,0.60100625
Os04g0610800,-0.131314724,0.60100625
Os04g0488000,-0.143598818,0.601025253
Os02g0734900,-0.160425452,0.601149202
Os04g0374400,0.476540251,0.601281868
Os05g0114700,-0.2258633,0.601310887
Os06g0473200,-0.13696723,0.601422605
Os11g0545600,-0.16217767,0.601480764
Os04g0644950,2.165950787,1.0
Os02g0617000,1.791054064,1.0
Os02g0772300,0.284097006,0.601778113
Os06g0304500,0.228409536,0.601778113
Os12g0180800,0.369964082,0.601778113
Os12g0613300,0.137735811,0.601955572
Os02g0813083,0.229475536,0.601966392
Os01g0545500,1.747835892,1.0
Os03g0255200,-0.160926147,0.602070831
Os02g0687600,-0.3739733,0.602070831
Os12g0478400,0.520488393,0.602070831
Os09g0559800,0.133406503,0.602070831
Os07g0290500,-1.186084361,0.602153452
Os01g0112400,0.537314235,0.602153452
Os04g0606800,0.114993922,0.602289867
Os05g0107101,-0.283758117,0.60255534
Os03g0153900,0.854919033,0.602656994
Os05g0524400,-0.140167501,0.602656994
Os09g0361400,-0.366693448,0.602713769
Os03g0157400,-0.542787138,0.602760457
Os05g0553000,1.59085876,1.0
Os06g0135900,-0.203565694,0.60283319
Os02g0744600,-0.304866273,0.60283319
Os03g0621600,1.805691542,1.0
Os01g0123500,1.084590146,0.602943269
Os02g0474700,0.133305723,0.603129368
Os07g0176401,1.543049103,1.0
Os03g0185500,-0.193059978,0.603269695
Os01g0551400,0.284183951,0.603463013
Os01g0232300,-0.15685717,0.6034866
Os01g0112100,0.431525973,0.603525137
Os04g0435200,1.326684088,1.0
Os01g0691400,-0.384460138,0.603577657
Os12g0515500,-0.1487849,0.603600966
Os06g0342200,-0.114092535,0.603600966
Os10g0110600,-0.945158018,0.603600966
Os01g0834700,-0.115389602,0.603743015
Os04g0337800,0.428880679,0.603813214
Os08g0299300,0.923024526,0.603813214
Os07g0611200,0.629576731,0.603838563
Os03g0565900,-0.361826234,0.603907727
Os11g0633500,-0.166455247,0.603930935
Os03g0429000,0.174749832,0.603930935
Os08g0326000,-0.244067456,0.604039806
Os04g0608300,-0.505586103,0.604039806
Os03g0763000,-0.157132083,0.604149275
Os04g0422700,0.352665771,0.604151492
Os06g0341400,-0.833660401,0.604151492
Os01g0974900,-0.450737173,0.604193428
Os01g0629500,1.228236413,1.0
Os11g0141500,-0.487775416,0.604687807
Os08g0414500,0.273003932,0.604687807
Os03g0854250,-1.393734015,1.0
Os02g0673700,-0.136234128,0.604747384
Os07g0603900,0.242488204,0.604869719
Os07g0283200,0.123838833,0.604957221
Os03g0797700,-0.121056522,0.605004634
Os02g0232400,-0.142943231,0.605004634
Os10g0484900,0.196570076,0.605004634
Os03g0172850,0.569075221,0.605034783
Os12g0613000,-0.224378377,0.605087082
Os11g0640600,-0.523947939,0.605106324
Os03g0811500,-0.152159889,0.605149012
Os05g0296750,-0.38574084,0.605149012
Os03g0832300,0.182905138,0.605149012
Os03g0720300,0.111259082,0.605189966
Os04g0492900,-0.184511958,0.605189966
Os11g0100600,-0.317527264,0.605189966
Os03g0594900,-1.285624504,1.0
Os06g0339500,-0.301907432,0.605269059
Os01g0276200,0.219436804,0.605269059
Os01g0175600,-2.166713794,1.0
Os03g0816900,-0.196492038,0.605465748
Os04g0488100,-0.441016495,0.605465748
Os02g0805800,-0.125092236,0.605465748
Os07g0227600,0.163577976,0.605465748
Os02g0114600,-0.13005334,0.605465748
Os02g0258200,0.213879669,0.605465748
Os07g0123500,0.499852437,0.605465748
Os01g0146600,2.18849034,1.0
Os07g0528400,-0.953855606,0.605616683
Os12g0170800,-0.28551227,0.605749346
Os01g0964800,0.165649724,0.605749346
Os09g0421500,-0.155609219,0.605749346
Os11g0417132,0.228025788,0.6057814
Os04g0429050,-0.546968791,0.605912834
Os06g0557100,-0.139715884,0.605914113
Os07g0557200,-0.182679767,0.606108462
Os10g0522700,0.225532646,0.606118987
Os05g0501200,0.208838158,0.60617889
Os09g0433600,0.237490149,0.606334449
Os02g0636300,-0.209281867,0.606487405
Os01g0906450,-0.243619858,0.606487405
Os04g0490866,-0.187825389,0.606499195
Os08g0385650,0.745411884,0.606499195
Os01g0712800,0.424779892,0.606499195
Os11g0312400,-1.471632406,1.0
Os02g0816400,0.251521519,0.606870477
Os12g0635700,0.267737383,0.606870477
Os02g0717100,0.177489984,0.607106551
Os08g0413100,-1.104682453,0.607106551
Os06g0548500,0.85808534,0.607106551
Os02g0614966,2.171846948,1.0
Os09g0441100,2.171846948,1.0
Os11g0589600,2.171846948,1.0
Os03g0213200,-0.244172279,0.607106551
Os01g0802900,0.816234781,0.607106551
Os06g0215400,0.123789896,0.607106551
Os03g0185000,-0.598878563,0.607214805
Os06g0673700,-0.261503028,0.607398068
Os11g0100100,-0.182788631,0.607560401
Os05g0461000,0.141944734,0.607560401
Os09g0347900,-0.190400424,0.607560401
Os10g0407450,1.176684034,0.607560401
Os02g0212300,-0.310341776,0.607560401
Os01g0212900,0.46018569,0.607560401
Os02g0147800,-0.121648356,0.607560401
Os11g0507400,-0.255097775,0.607560401
Os07g0619600,-0.235831763,0.607560401
Os12g0561000,-0.134123663,0.607560401
Os01g0809000,0.635048965,0.607560401
Os08g0474700,0.13527192,0.60788274
Os10g0155100,-0.204200931,0.607911199
Os01g0321700,0.131330424,0.607911199
Os11g0639400,0.418148119,0.608177806
Os02g0668000,-0.209594285,0.608177806
Os03g0806900,0.154572021,0.608191196
Os07g0653300,-0.47052688,0.608328259
Os03g0392400,0.106155892,0.608328259
Os12g0179700,-0.126581359,0.608349622
Os07g0529700,-0.319251957,0.60838537
Os02g0293575,-1.466789608,1.0
Os08g0552400,-0.541545395,0.608403924
Os03g0764300,0.531263219,0.60848061
Os11g0700100,0.294626859,0.608521771
Os03g0139400,-0.238739734,0.608521771
Os05g0163600,0.808450248,0.608602844
Os07g0592600,0.37648741,0.608614015
Os06g0200500,0.676350257,0.608619252
Os07g0134400,0.15517201,0.608660324
Os06g0158500,-0.222729594,0.608660324
Os01g0700300,2.411879602,1.0
Os01g0652100,-0.361063641,0.60883681
Os02g0780700,-0.148911184,0.60883681
Os09g0556200,0.132821875,0.60883681
Os12g0536300,1.038761909,0.60883681
Os04g0415401,0.21247331,0.608857872
Os02g0252200,0.28548889,0.608857872
Os05g0518000,-0.892953004,0.608982382
Os03g0849700,0.461126585,0.608996135
Os01g0871800,-0.352714315,0.60902611
Os02g0830000,0.486948557,0.60902611
Os01g0852500,0.139526823,0.60916188
Os12g0156100,-0.415345654,0.609185277
Os04g0678700,-0.356240609,0.609185277
Os03g0281600,0.092287136,0.609185277
Os12g0284850,-0.169282986,0.609185277
Os08g0470000,-0.312448666,0.609185277
Os08g0359300,-0.42848075,0.609302526
Os09g0329800,1.012551139,0.609317395
Os03g0298700,0.166280744,0.609317395
Os01g0841050,0.657700969,0.609317395
Os04g0462900,0.15838219,0.609496201
Os02g0713900,-0.392958179,0.609496201
Os09g0359800,-0.192814497,0.609496201
Os10g0434300,0.32114353,0.609496201
Os11g0428500,-0.348834187,0.609657743
Os04g0127100,0.289975342,0.609680266
Os10g0458700,-0.138987347,0.60969608
Os10g0103800,0.206480175,0.60969608
Os01g0210900,-0.673730863,0.609741544
Os10g0361876,-0.845546407,0.609741544
Os01g0154600,0.921196363,0.609763218
Os03g0747800,0.108427015,0.609763218
Os06g0665900,-0.148566763,0.609763218
Os10g0412600,-0.192358536,0.609763218
Os11g0103800,-0.150725463,0.609763218
Os06g0635500,0.842796234,0.609763218
Os03g0811700,-0.155869303,0.609763218
Os12g0577800,0.144665356,0.609763218
Os02g0453300,-0.199880907,0.609763218
Os11g0648700,2.171841327,1.0
Os12g0492600,-0.24965796,0.609763218
Os01g0178500,-0.14703775,0.609763218
Os12g0528100,0.254089552,0.609905379
Os07g0163900,0.489352512,0.61012728
Os02g0125300,-0.13052862,0.61012728
Os02g0726700,-0.226012133,0.61015732
Os04g0476800,-0.146710301,0.61015732
Os04g0278000,0.147490972,0.610190617
Os04g0450800,-0.146147691,0.61019907
Os04g0662600,1.390803918,1.0
Os05g0140000,-0.812771793,0.610219713
Os08g0192300,-0.6442041,0.610240088
Os09g0463700,-0.143864934,0.610257977
Os03g0332900,-0.167130297,0.610257977
Os10g0159167,-0.337672847,0.610258418
Os05g0355133,-0.917621219,0.610351788
Os01g0118300,0.189687881,0.610351788
Os03g0685700,0.176857052,0.610351788
Os08g0176100,0.176282287,0.610396559
Os12g0205500,0.206974729,0.610396559
Os03g0116400,0.218757168,0.61040669
Os05g0432600,0.300083993,0.61040669
Os12g0498400,-0.165437358,0.610413924
Os08g0154700,-0.126653022,0.610576631
Os08g0442400,0.74444162,0.610585916
Os10g0176300,0.276354135,0.610612014
Os12g0529400,0.234135211,0.610612014
Os09g0135400,-0.176091929,0.610759892
Os11g0198100,0.159969891,0.610796971
Os08g0519000,1.90552215,1.0
Os10g0350800,-0.940459769,0.610852835
Os01g0757800,0.174787382,0.610963494
Os03g0271100,-0.375460005,0.610963494
Os04g0117250,0.819999601,0.611040146
Os06g0332700,-0.231519806,0.611130797
Os02g0669500,0.545882067,0.611394243
Os05g0408300,0.156235341,0.611394243
Os04g0516200,-3.43025251,1.0
Os07g0515100,0.119397405,0.611486265
Os07g0515000,-0.330432405,0.611486265
Os08g0374200,-0.136915834,0.61151814
Os06g0315000,-0.35677822,0.611638772
Os03g0170701,-0.370447595,0.611717717
Os09g0249700,0.106602804,0.611717717
Os06g0186600,0.133138389,0.611717717
Os06g0207200,0.243419797,0.611717717
Os02g0595800,0.128608488,0.611717717
Os03g0183800,0.342053184,0.611717717
Os04g0639100,-0.388736783,0.611766215
Os04g0228400,-0.579936962,0.611766215
Os01g0564950,-3.011664353,1.0
Os11g0302500,0.178633139,0.611885881
Os09g0510000,0.127442819,0.612101694
Os11g0687200,-1.279520286,0.612240979
Os07g0637150,-0.218040881,0.612349607
Os02g0255100,0.198841101,0.612353773
Os05g0294800,0.208314422,0.612546943
Os01g0260500,0.179500929,0.612614375
Os02g0691500,0.397369637,0.612623089
Os08g0404900,-0.596052734,0.612798017
Os05g0242600,0.521635398,0.612911301
Os05g0370900,-0.528208485,0.612913727
Os05g0496400,0.278216351,0.612919915
Os02g0235900,0.448074699,0.612930361
Os09g0362500,0.13713602,0.612930361
Os04g0675300,0.168022191,0.613017755
Os11g0137500,0.402396995,0.613085481
Os09g0486700,0.181406437,0.613085481
Os12g0547500,0.215573237,0.613085481
Os06g0642500,-1.651960373,1.0
Os04g0692000,0.122188856,0.61332043
Os05g0166450,0.369209752,0.61332043
Os04g0593200,0.36018419,0.613358154
Os01g0265100,0.232652538,0.613367655
Os08g0143150,1.761970554,1.0
Os02g0105100,0.104581806,0.613367655
Os05g0310500,0.152256326,0.613490767
Os01g0614500,-0.144689338,0.613510122
Os08g0547200,0.160696188,0.613510122
Os12g0586600,0.11459264,0.613510122
Os08g0163600,-0.233774524,0.613510122
Os07g0168900,-0.39031326,0.613593326
Os05g0498851,-0.302233018,0.613627789
Os11g0661101,-0.184614683,0.613800232
Os03g0816950,-0.198527579,0.614010628
Os09g0477900,-0.197688127,0.614027542
Os03g0249200,-0.198783156,0.614033882
Os03g0193901,-0.675175889,0.614292968
Os04g0617800,-0.139152645,0.614302559
Os05g0353300,1.741242291,1.0
Os07g0534100,-0.264759351,0.614409204
Os02g0266300,0.163931181,0.614430497
Os06g0167000,-0.111847738,0.614430497
Os03g0714100,0.985497439,0.614465391
Os02g0790600,0.142784686,0.614676562
Os08g0496900,-0.144658834,0.614676562
Os04g0394300,-0.132340451,0.614676562
Os06g0338900,-0.13643143,0.614676562
Os05g0356800,0.220470949,0.614738473
Os05g0396700,-0.213314593,0.614792891
Os10g0163190,0.448000917,0.614802129
Os05g0376600,0.326667326,0.614802129
Os10g0534600,-0.822153716,0.614802129
Os01g0260000,-0.734864874,0.614802129
Os09g0563300,-0.199030357,0.614802129
Os05g0316800,0.195455675,0.615059527
Os06g0490400,-0.399185254,0.615102743
Os09g0572600,-2.999912065,1.0
Os03g0655850,-2.999912065,1.0
Os11g0213900,-0.328766654,0.615190562
Os02g0558100,-0.164771886,0.615190562
Os03g0860600,0.185209121,0.615190562
Os02g0731500,0.206727769,0.615356429
Os12g0110700,-0.642973791,0.615356429
Os01g0597600,1.302837835,0.615356429
Os06g0291600,0.187149554,0.615356429
Os04g0320200,-0.188974368,0.61540985
Os11g0593000,0.21994423,0.615435883
Os03g0786900,0.110496147,0.615521387
Os10g0546400,-0.329646331,0.615632339
Os01g0737800,0.117806899,0.61572927
Os07g0518100,0.252589206,0.615922584
Os08g0249675,-0.211863147,0.616177384
Os02g0783700,-0.746563305,0.616284297
Os08g0282400,0.104296119,0.616441257
Os10g0531900,-0.406255979,0.616441257
Os11g0104800,0.165387803,0.616446688
Os07g0287000,-0.281007013,0.616474138
Os05g0548600,0.218903909,0.616570593
Os04g0553300,0.27361835,0.616570593
Os11g0598800,-1.389136721,1.0
Os03g0196450,-1.156624642,0.616570593
Os05g0417300,-0.190759311,0.616570593
Os01g0114700,-1.488490301,1.0
Os02g0121600,0.161025392,0.616570593
Os01g0721500,-0.253008119,0.616570593
Os03g0304400,0.151144208,0.616627319
Os02g0755450,-1.022360141,0.616627319
Os02g0228600,-0.483591766,0.616660257
Os02g0661900,-0.213903987,0.616660257
Os07g0197100,-0.357392551,0.616660257
Os11g0287100,0.449261446,0.616706957
Os02g0300700,-0.165739085,0.616706957
Os10g0462300,0.285840034,0.616808632
Os12g0570400,-0.30618824,0.616847404
Os10g0489301,-2.958927572,1.0
Os12g0512200,-2.958927572,1.0
Os02g0492900,-2.958927572,1.0
Os10g0361300,-2.958927572,1.0
Os05g0486150,0.532715188,0.617009866
Os11g0427500,-0.145808559,0.617186643
Os09g0378300,-0.140090812,0.617188902
Os05g0119400,-0.542524001,0.617262916
Os03g0648500,1.013887728,0.617262916
Os03g0683800,1.848797596,1.0
Os07g0408500,0.229249442,0.617430865
Os02g0661600,0.495990068,0.617430865
Os12g0155250,-0.256098631,0.617430865
Os12g0106600,0.243161898,0.617430865
Os03g0209400,0.123934614,0.617430865
Os01g0512200,0.164547777,0.617451154
Os02g0722350,1.056265329,0.617451154
Os09g0518600,0.514415959,0.617761701
Os07g0620500,-0.1869131,0.617761701
Os08g0338000,0.148067605,0.617761701
Os06g0166100,-0.137351012,0.617796669
Os07g0489300,1.728594739,1.0
Os01g0357800,-0.173887776,0.61784926
Os04g0498400,-0.177068881,0.61784926
Os03g0692700,0.128342992,0.61784926
Os08g0100200,-0.215772212,0.61784926
Os05g0190000,0.24050666,0.61784926
Os01g0562600,0.224012809,0.61784926
Os05g0207700,-0.258378318,0.617911951
Os07g0676400,-0.625125239,0.618074042
Os06g0206000,0.167346839,0.618074042
Os02g0167500,-0.117857641,0.618074042
Os04g0111100,0.154727872,0.618074042
Os01g0199700,-0.45716198,0.618074042
Os09g0279600,0.149868015,0.618074042
Os02g0198600,0.116060098,0.618074042
Os09g0356300,-0.339820736,0.618129634
Os06g0137400,-0.642564762,0.618129634
Os09g0410400,-0.205986494,0.61821399
Os02g0526600,0.273706692,0.61821399
Os04g0452000,0.1569209,0.618408146
Os03g0110600,0.159163944,0.618448964
Os08g0519750,-0.259478285,0.618497531
Os01g0283300,0.242387928,0.618578881
Os05g0579000,-0.15422819,0.618662163
Os10g0477000,-0.116496679,0.618747878
Os10g0569500,-0.589245087,0.618747878
Os06g0230801,-0.204213886,0.618764904
Os02g0814700,-0.240564765,0.618783811
Os12g0496900,-0.202147721,0.618838925
Os11g0690066,-1.134340943,0.618963931
Os01g0857200,0.331532737,0.619145526
Os08g0267800,1.068655652,0.619145526
Os02g0573300,0.128287227,0.619145526
Os03g0747900,0.144558521,0.619145526
Os01g0891033,-0.521489373,0.619145526
Os05g0311600,1.538104366,1.0
Os12g0614800,-0.38343186,0.619337275
Os01g0945150,0.881814508,0.619426311
Os02g0720100,-0.458796302,0.619426311
Os03g0271600,0.159350813,0.619426311
Os08g0558000,-0.188622983,0.619426311
Os01g0173100,-0.137838532,0.619426311
Os04g0498200,-0.130556778,0.619426311
Os06g0562300,-0.990510825,0.619509378
Os04g0568850,-0.207913869,0.619517107
Os12g0428600,0.102386802,0.619531229
Os04g0672200,-0.121254337,0.619595939
Os07g0484900,-1.91011008,1.0
Os05g0458400,-0.116618521,0.619595939
Os12g0562477,0.189898061,0.619600741
Os03g0772900,-0.790677751,0.619666964
Os02g0751800,0.187397585,0.619666964
Os03g0821900,0.175359438,0.619666964
Os10g0117000,0.296199268,0.619666964
Os06g0134700,0.830698857,0.619666964
Os04g0460500,-0.163332434,0.619731733
Os11g0449600,-1.210281649,0.619734732
Os09g0299400,0.193346552,0.619865202
Os06g0264650,-0.160011247,0.619891473
Os09g0338500,-0.358708808,0.619986203
Os03g0791200,0.525234789,0.619987279
Os05g0358000,-0.111857113,0.620078101
Os07g0672700,-0.705483635,0.620094926
Os03g0187400,0.196551663,0.620141743
Os12g0102500,-0.15325619,0.620141743
Os07g0646700,-2.33476237,1.0
Os01g0748600,0.155370598,0.620411796
Os01g0734501,0.646702199,0.620493785
Os12g0119350,-0.522602459,0.620493785
Os04g0460300,-0.158594111,0.620740354
Os02g0606900,0.204862734,0.620753264
Os03g0805766,-1.177625657,1.0
Os03g0752800,0.329736413,0.620753264
Os04g0664600,-1.792490776,1.0
Os02g0109400,0.324860213,0.620977875
Os10g0489100,-0.142041175,0.621011688
Os05g0582800,0.219135864,0.621061676
Os12g0591101,0.507967263,0.62106892
Os10g0498000,-0.432084992,0.62106892
Os11g0176200,0.148245443,0.621141125
Os04g0509800,0.250050833,0.621141125
Os09g0560100,0.587494803,0.621174691
Os08g0519100,0.325571201,0.621214638
Os05g0542900,-0.192586011,0.621241802
Os08g0281600,-0.783868436,0.621241802
Os05g0549000,-0.100876493,0.621241802
Os08g0308100,0.145044653,0.621241802
Os04g0677300,0.318605715,0.621241802
Os04g0177300,0.272626622,0.621241802
Os09g0454200,-0.136519491,0.621336154
Os02g0801200,-0.300227698,0.621434113
Os02g0736800,-0.651089416,0.621539627
Os06g0152200,0.130249963,0.621562405
Os06g0717400,-0.265525681,0.621913552
Os01g0634600,-0.383124459,0.622001127
Os06g0728500,-0.127881458,0.622017389
Os03g0183900,-1.307093319,1.0
Os10g0511600,-0.145853705,0.622069697
Os08g0177550,0.323697632,0.622243322
Os11g0136500,0.236565418,0.622304516
Os09g0322500,0.184379663,0.622304516
Os02g0526700,0.209626681,0.622317585
Os06g0649800,0.255648473,0.622317585
Os01g0605400,1.152209262,0.622379339
Os11g0282700,1.72941219,1.0
Os01g0203400,-0.553908398,0.622695988
Os07g0591100,0.246182637,0.622695988
Os02g0266100,0.157081054,0.622695988
Os01g0902800,-0.76027151,0.622695988
Os06g0526700,-0.262193943,0.622851428
Os07g0418000,-0.14050232,0.622902219
Os10g0508600,-0.154301115,0.622902219
Os03g0720500,1.299115181,1.0
Os02g0206700,0.314525585,0.622918211
Os11g0660500,-0.121696903,0.622984279
Os02g0652600,-0.247210475,0.623057118
Os01g0857000,0.121680335,0.623057118
Os10g0400100,0.152514019,0.623087557
Os09g0104200,-0.206853824,0.6231221
Os03g0857600,0.192133297,0.623133986
Os06g0275550,-2.934690391,1.0
Os06g0623700,-2.934690391,1.0
Os02g0491600,1.107186954,0.623133986
Os07g0661400,0.163993064,0.623146892
Os01g0603500,-0.717195355,0.623166868
Os10g0513300,-0.137711481,0.623437033
Os02g0202500,-0.166677654,0.623437033
Os09g0299500,-0.138404677,0.623437033
Os01g0141600,-0.239538561,0.623437033
Os09g0521300,0.648809181,0.623437033
Os01g0330200,0.223386054,0.623459488
Os05g0588200,-0.215407666,0.623513843
Os03g0289400,0.375838777,0.623514274
Os03g0766600,0.664742233,0.623558184
Os11g0160900,-0.3738386,0.623713106
Os08g0119800,-1.920640931,1.0
Os12g0482700,0.158864604,0.623922739
Os01g0765500,0.2578742,0.623992738
Os03g0794700,-0.205722996,0.623992738
Os10g0377800,-0.126679746,0.623992738
Os05g0169000,-0.131314399,0.623992738
Os09g0549300,0.38718689,0.623992738
Os09g0274100,1.723690283,1.0
Os05g0336200,0.535897716,0.62416415
Os06g0558700,-0.111396641,0.62416415
Os03g0373100,-2.316541518,1.0
Os03g0595800,0.15283455,0.62416415
Os02g0565150,0.523871514,0.62416415
Os01g0144500,-0.567514299,0.62416415
Os06g0661766,-0.178796726,0.62416415
Os01g0679900,-0.123097595,0.62416415
Os02g0745100,-0.206896943,0.62416415
Os05g0526400,0.22413978,0.624214747
Os11g0620100,-0.145723228,0.624214747
Os05g0132700,-0.555220169,0.624214747
Os11g0256400,0.245661201,0.624357174
Os01g0201850,1.406741017,1.0
Os08g0233900,0.77674914,0.624357174
Os03g0410100,0.307542415,0.624357174
Os05g0412800,-0.410666353,0.624357174
Os08g0295000,0.137413859,0.624357174
Os02g0219900,-0.142285782,0.624357174
Os01g0836900,-0.276428076,0.624357174
Os10g0508500,0.18554171,0.624357174
Os12g0601300,-0.242395434,0.624357174
Os03g0305150,-2.375597335,1.0
Os01g0795900,-2.375597335,1.0
Os05g0369900,0.263380286,0.624357174
Os10g0369500,-0.24964136,0.624357174
Os12g0117200,0.708666484,0.624357174
Os12g0507200,-0.096185635,0.624580527
Os03g0302800,0.323440848,0.625072335
Os01g0170900,0.665276477,0.625072335
Os07g0152800,-0.135499434,0.625122236
Os04g0497300,0.552441581,0.625179768
Os08g0337800,-0.199670939,0.625179768
Os12g0104200,0.244705444,0.625179768
Os07g0163066,-2.316639638,1.0
Os12g0209200,0.711647573,0.625197036
Os02g0489500,0.490135733,0.625245587
Os11g0425600,-0.181735597,0.625245587
Os04g0453300,-1.208261351,1.0
Os07g0606500,-0.124459126,0.625269082
Os09g0373000,-0.117844411,0.625269082
Os03g0307000,-0.138888607,0.625269082
Os07g0551700,-0.805156239,0.625269082
Os06g0292400,0.177230439,0.625269082
Os08g0449500,-0.119972215,0.625269082
Os01g0114200,0.399792505,0.625269082
Os01g0799000,0.329894523,0.625389807
Os11g0110000,0.222119849,0.625445978
Os10g0391100,0.14960751,0.625662988
Os01g0561500,0.782069967,0.625662988
Os12g0441600,0.546341442,0.625724485
Os09g0297400,0.268461996,0.625724485
Os03g0388500,0.166296249,0.625810863
Os10g0170000,0.240215377,0.62582369
Os05g0554601,-0.294100438,0.62582369
Os05g0488900,-0.203640572,0.625880681
Os11g0209600,-0.29835462,0.625916752
Os09g0413000,0.130544064,0.625941943
Os06g0530700,-0.399600605,0.625941943
Os01g0319000,-0.609512926,0.626117882
Os11g0116550,-0.184133767,0.62613734
Os12g0277400,0.117095308,0.626285702
Os02g0540400,-0.507995847,0.626285702
Os12g0630750,-0.214797641,0.626349084
Os09g0530900,0.197821591,0.626411655
Os04g0574100,0.19380192,0.626616873
Os03g0841100,-0.17310888,0.626616873
Os11g0618600,-0.246008188,0.626616873
Os01g0756600,-0.169994269,0.626672144
Os01g0719800,0.202411008,0.626846308
Os05g0383200,0.224549244,0.627040398
Os05g0540000,-0.149777512,0.627048793
Os09g0556700,-0.312922368,0.627048793
Os06g0606900,0.161165238,0.627075183
Os03g0207400,0.266537796,0.627075183
Os12g0616200,-0.170001365,0.627075183
Os03g0231150,-0.232067495,0.627075183
Os12g0228500,-0.171666038,0.627075183
Os05g0121750,-0.337599005,0.627075183
Os05g0514300,0.115797631,0.627075183
Os11g0123400,-0.185466664,0.627075183
Os05g0455500,-0.125380143,0.627116814
Os07g0534200,-0.28168136,0.627206621
Os04g0451700,0.43347652,0.627206621
Os06g0188700,0.289146704,0.627277186
Os02g0741500,0.146493565,0.627287645
Os06g0731100,0.139114229,0.627287645
Os01g0825900,-0.206100071,0.627439031
Os11g0549605,0.32853026,0.627582684
Os06g0202300,-0.134849335,0.627778842
Os08g0408300,0.277247561,0.627778842
Os01g0120400,0.175692726,0.627888448
Os12g0580700,0.148056362,0.627888448
Os05g0343800,-0.48953337,0.627888448
Os04g0411100,-1.297084915,0.627888448
Os12g0507700,0.981223267,0.628222972
Os12g0143800,0.674860122,0.628247011
Os02g0451900,-0.216390393,0.628247011
Os08g0205100,-0.279073422,0.628618784
Os03g0110500,-0.499074902,0.628679857
Os05g0500900,1.30012399,0.628882523
Os07g0507200,0.192459913,0.628882523
Os01g0278000,-0.851850969,0.62901584
Os02g0658400,0.156007754,0.629104278
Os01g0221000,-0.245060085,0.629291158
Os07g0205500,0.541228344,0.629355367
Os11g0601950,-1.830338488,1.0
Os11g0670100,-0.626777446,0.629477166
Os03g0659300,0.232410357,0.629535741
Os02g0174300,0.19164069,0.62983064
Os09g0401900,-0.250188427,0.62983064
Os07g0614500,0.149388789,0.629904023
Os09g0546900,-2.295106485,1.0
Os03g0167550,-0.552426294,0.630007206
Os03g0105700,-0.179278967,0.630040382
Os01g0625900,-0.263180383,0.630171543
Os02g0750500,-0.174092408,0.630171543
Os09g0567000,0.110365038,0.630286701
Os09g0567201,-0.938297219,0.630302095
Os08g0535100,-0.223121329,0.630411776
Os04g0477300,-0.23734659,0.630411776
Os08g0334300,0.498393859,0.630411776
Os01g0898400,0.28218058,0.630411776
Os10g0337400,-1.428175245,1.0
Os03g0314400,-0.581262698,0.630463369
Os01g0925700,0.208540136,0.630526268
Os11g0572301,-0.221022701,0.630526268
Os03g0319300,-0.163125671,0.630526268
Os05g0182700,-0.09777622,0.630526268
Os08g0193200,-2.295141792,1.0
Os07g0684900,0.304877052,0.630659427
Os04g0503200,-0.296869462,0.630659427
Os01g0101700,0.185917983,0.630786139
Os06g0713900,0.155380221,0.630786139
Os03g0201700,-0.222916456,0.630786139
Os09g0478300,0.388582608,0.630786139
Os11g0107500,0.124801222,0.630786139
Os03g0788200,0.157506699,0.630786139
Os07g0663600,-0.582115007,0.630786139
Os11g0256200,-0.221833104,0.630786139
