gene_id,log2FoldChange,padj
Os07g0238700,-0.232588977,0.222464087
Os03g0342850,-0.53017952,0.222464087
Os09g0517100,0.239338342,0.222798679
Os06g0622800,0.283415049,0.22292191
Os01g0296100,0.19008535,0.223031913
Os03g0821300,0.359768003,0.223171727
Os01g0818300,-0.51442303,0.223272857
Os03g0428000,-0.436310886,0.223272857
Os10g0345100,-0.423875068,0.223272857
Os12g0502400,-0.32925977,0.223272857
Os01g0685400,-0.767359459,0.223272857
Os11g0247000,0.342387648,0.22330559
Os01g0887700,-0.229253906,0.223350944
Os11g0492200,1.370894244,0.223350944
Os05g0140300,-1.296620422,0.223350944
Os04g0414300,-0.422019732,0.223539468
Os08g0440000,0.229659841,0.223551177
Os12g0483700,-0.405402017,0.223565789
Os06g0578100,3.320108416,1.0
Os12g0488900,1.000025152,0.223725397
Os02g0785000,0.686565328,0.223766758
Os07g0479300,0.233813847,0.223766758
Os07g0479100,0.230267907,0.223945482
Os10g0533900,0.220653254,0.223945482
Os07g0420700,-0.196277648,0.223945482
Os02g0581300,0.228311331,0.223945482
Os10g0562600,-0.297648967,0.223951986
Os10g0206500,0.588968931,0.223995543
Os03g0321700,-0.31443056,0.224251137
Os02g0616600,-0.785654255,0.224335924
Os08g0159900,-0.24043716,0.224493993
Os01g0605650,-0.302552561,0.224523679
Os03g0132300,-0.355356375,0.224569295
Os08g0412100,-0.311085196,0.224600581
Os06g0230100,1.079064228,0.224662859
Os05g0467700,0.946028972,0.224662859
Os01g0134700,-0.50891967,0.224883195
Os06g0188600,0.879683402,0.224916722
Os08g0537001,-0.742157695,0.225038767
Os02g0559300,-0.841651287,0.225302986
Os10g0521700,-0.222114099,0.225302986
Os09g0478400,-0.280308815,0.225371145
Os06g0174400,-0.211733153,0.225495126
Os02g0634700,-0.409084619,0.225495126
Os05g0155601,0.193942725,0.225495126
Os05g0111900,0.288959515,0.225495126
Os07g0695100,0.213673597,0.225495126
Os03g0628800,-0.350914528,0.225495126
Os12g0267500,-0.71037654,0.225495126
Os04g0682800,-0.286152034,0.225495126
Os03g0402200,0.806846042,0.225508643
Os11g0465200,2.09302459,0.225508643
Os03g0760900,-0.706830223,0.225520472
Os06g0634000,-0.764073745,0.2255427
Os02g0445600,0.796413938,0.2255427
Os01g0169500,-0.205329711,0.225681998
Os12g0568350,-0.965555598,0.225699035
Os10g0529500,0.386846863,0.225773063
Os01g0140100,0.376208906,0.225773063
Os11g0265200,0.240970983,0.225869687
Os08g0255500,-0.239985025,0.226073018
Os11g0629300,0.307485884,0.226821586
Os04g0147200,0.439129664,0.226821586
Os01g0219000,0.401126332,0.226873574
Os09g0451700,0.260600216,0.227030198
Os02g0647900,3.833776876,1.0
Os02g0221300,-0.305677386,0.227231046
Os03g0310701,1.104668794,0.227272917
Os01g0589300,-0.232387338,0.227442068
Os02g0603600,0.255249566,0.227664988
Os12g0138050,-0.305626125,0.227664988
Os04g0269700,0.328598604,0.227671002
Os09g0401550,0.312269476,0.227858988
Os05g0550300,-0.283979616,0.227858988
Os05g0489200,0.996589539,0.227871513
Os11g0634200,0.386454054,0.227871513
Os11g0181200,-2.37328983,0.227954415
Os09g0417400,0.238392689,0.227954415
Os01g0510701,0.590918849,0.228037198
Os11g0104900,0.288420115,0.228274269
Os10g0124500,0.308469398,0.228470889
Os11g0694125,0.679714874,0.228534928
Os05g0415800,0.28530425,0.228534928
Os03g0202300,0.412518259,0.228587279
Os03g0292900,0.719832796,0.228587279
Os05g0490000,-0.311963743,0.228587279
Os03g0321300,0.368219918,0.228766473
Os04g0298200,-0.232988417,0.228807649
Os02g0142300,-0.262729653,0.228880962
Os03g0183500,0.352921527,0.228885634
Os01g0330100,-0.663098638,0.229149081
Os01g0318700,-1.076651875,0.229236067
Os11g0292050,-0.232415354,0.229256664
Os04g0450250,0.533684758,0.229256664
Os10g0510400,0.236561624,0.229348745
Os04g0621650,-0.676265968,0.229348745
Os10g0177200,-1.708061834,0.229348745
Os02g0791700,-0.548159726,0.229354636
Os02g0739000,-0.543479679,0.229354636
Os03g0230500,-0.310072329,0.229354636
Os01g0763700,-0.655324606,0.229641808
Os11g0584100,0.539274951,0.229721442
Os01g0121500,-0.570849882,0.229721442
Os05g0457200,-1.740891452,0.229721442
Os07g0686100,-0.420811856,0.229928444
Os03g0602300,0.36477023,0.22997859
Os05g0298900,0.414978895,0.229997583
Os06g0524400,0.331035085,0.230329221
Os10g0479800,0.248354328,0.230466839
Os05g0230900,-0.217149063,0.230620229
Os07g0213300,-0.566116218,0.230632097
Os05g0369500,-0.638198631,0.230667865
Os12g0459300,-0.244965,0.230950236
Os01g0169000,0.528458799,0.231031856
Os02g0121800,-0.229395241,0.231135225
Os01g0743300,-0.209091283,0.23124777
Os01g0862000,-0.231552112,0.231358114
Os01g0944100,-0.681077663,0.231439111
Os01g0857600,0.662090684,0.23168085
Os04g0550600,0.4124353,0.23168085
Os08g0117400,0.224623385,0.231818767
Os01g0874900,-0.215253711,0.231818767
Os06g0631800,0.682368806,0.231818767
Os02g0327000,0.33280341,0.231832433
Os02g0316900,-0.346070407,0.231832433
Os04g0582900,1.254552958,0.231832433
Os01g0920200,-0.249895486,0.231832433
Os05g0532600,-0.378742268,0.231832433
Os01g0227800,-1.654141325,0.231930314
Os11g0266500,-0.205402776,0.232047342
Os04g0387300,0.721855154,0.232047342
Os03g0184100,1.066003881,0.232047342
Os01g0172800,-0.265088103,0.232048031
Os01g0785300,-0.650688796,0.232093582
Os09g0356800,-1.089987349,0.23216915
Os08g0433200,0.30298029,0.232592061
Os06g0265400,1.310846008,0.232618676
Os01g0934350,0.47341988,0.232618676
Os01g0886900,0.234489745,0.232626378
Os02g0760500,-0.222119764,0.232683353
Os09g0362900,0.287247643,0.232689327
Os04g0606000,0.328612095,0.232721422
Os06g0692800,0.271223696,0.232746589
Os08g0538300,0.196801003,0.232750603
Os08g0425000,-0.57260913,0.232750603
Os04g0643700,-0.588409518,0.232790131
Os11g0432400,-1.411265729,0.23282545
Os01g0752500,-0.373763712,0.232853819
Os01g0948900,-0.522077483,0.232855456
Os02g0677800,-0.219765056,0.232855456
Os05g0491700,-0.814229049,0.232966225
Os10g0559800,-3.329794531,1.0
Os01g0231600,0.476933049,0.233046339
Os04g0504500,-0.713019929,0.233380279
Os11g0661200,0.230700695,0.233440613
Os11g0310100,0.323198827,0.233468495
Os02g0504200,-1.004570749,0.233527229
Os02g0275200,0.791766646,0.233567642
Os05g0392000,0.247699324,0.233990759
Os03g0225200,-0.451398811,0.234056535
Os04g0689300,1.193802042,0.234081284
Os11g0614500,-1.562128365,0.234174908
Os03g0162000,0.405322132,0.234386429
Os11g0110066,-0.254937461,0.234546423
Os12g0111750,3.799720213,1.0
Os11g0495400,1.785450417,0.234607139
Os07g0630400,-0.313363435,0.234607139
Os01g0899500,-0.235315033,0.234717409
Os12g0617250,-0.874334588,0.23480507
Os11g0171800,0.536847087,0.234846123
Os10g0207400,-0.405978083,0.234854708
Os10g0516551,-0.392511089,0.234866808
Os10g0135500,0.371426116,0.234893646
Os02g0122500,0.39723513,0.234932424
Os09g0348766,-3.320739022,1.0
Os02g0810100,0.192079101,0.235150361
Os03g0784000,-0.296372871,0.235176762
Os08g0280200,-0.476756586,0.235176762
Os07g0283050,1.406309363,0.235359428
Os02g0130600,0.406417225,0.235512102
Os08g0110000,-0.23809656,0.235853715
Os02g0224400,-0.242403429,0.235853715
Os05g0161400,0.295214933,0.235874984
Os01g0741900,0.28707454,0.235949802
Os10g0361000,0.967020747,0.236127414
Os11g0528500,-0.849454006,0.236233748
Os04g0644675,-0.337889454,0.23629225
Os04g0110100,0.885699932,0.236335557
Os02g0120600,0.551738279,0.236382754
Os08g0163500,0.218746431,0.236400396
Os03g0689100,0.314585389,0.23651099
Os03g0806500,0.240950315,0.236848537
Os08g0313600,-0.287135257,0.236900618
Os12g0135200,0.441004504,0.236931193
Os07g0685500,-1.433196949,0.23732699
Os10g0567800,-0.733267678,0.23736253
Os01g0667200,-0.258838523,0.237408759
Os12g0104800,0.275835144,0.238009263
Os09g0530200,0.647159859,0.238065083
Os01g0231000,0.214484353,0.238085841
Os09g0490200,-0.278724217,0.238226749
Os06g0346600,-0.317931996,0.238341542
Os05g0185650,0.323032796,0.238365646
Os03g0377700,-0.408478859,0.238365795
Os12g0114100,-0.30983836,0.238413783
Os08g0527400,-0.486101759,0.238493574
Os11g0640300,0.250401265,0.238511871
Os12g0136300,1.708620631,0.238556917
Os11g0169600,0.24099609,0.238594153
Os12g0613600,0.31747426,0.238594153
Os01g0678700,-0.270717416,0.238657608
Os01g0863800,0.550427904,0.238807198
Os09g0397300,-0.351355099,0.238916141
Os06g0211600,0.804453362,0.239001911
Os01g0847800,0.417191197,0.239039953
Os05g0134000,-0.215563771,0.239084656
Os01g0819233,0.54248869,0.239137301
Os01g0261100,0.239152279,0.239550359
Os06g0537300,-0.617035371,0.239599095
Os05g0583000,0.658211857,0.239670443
Os03g0244200,0.389964692,0.239680083
Os01g0805400,-0.611782,0.240067819
Os05g0108100,0.271761489,0.240067819
Os01g0378100,0.513063512,0.240126025
Os08g0154600,-0.17536941,0.24029547
Os06g0198500,0.432657341,0.240371199
Os07g0527800,0.751758625,0.240373015
Os03g0716200,-0.47912804,0.240631645
Os11g0130900,-1.01341648,0.240660281
Os08g0200100,-0.458931939,0.240751843
Os04g0487400,-0.812925183,0.240751843
Os10g0124700,0.410001313,0.240751843
Os08g0236900,-0.365731862,0.240954239
Os01g0168100,0.35763019,0.240990953
Os02g0617100,-1.065224452,0.241010845
Os08g0114100,-1.082999197,0.241123923
Os06g0152300,-0.299722484,0.241223525
Os11g0186400,0.294040023,0.241286125
Os02g0754000,0.227226874,0.241302716
Os03g0563600,-0.44406775,0.241342716
Os10g0124100,-0.309796085,0.241342716
Os03g0666300,-2.344711658,0.241406652
Os03g0708500,-0.888779216,0.241406652
Os07g0624700,0.269121074,0.241406652
Os09g0386600,0.296227429,0.24158713
Os08g0510400,0.378381004,0.24158713
Os08g0452500,-0.294301322,0.241738904
Os02g0566450,-3.699335029,1.0
Os01g0124700,-3.699335029,1.0
Os06g0114700,0.225659942,0.241826439
Os05g0480500,-0.523988254,0.241826439
Os05g0500400,-0.760951404,0.241841809
Os12g0630700,-0.250691934,0.241841809
Os10g0552700,-0.528100247,0.241841809
Os01g0216900,0.572521428,0.241841809
Os01g0127600,-0.981512545,0.241841809
Os03g0617500,-0.327171354,0.241841809
Os05g0376400,0.312899568,0.241841809
Os09g0267800,0.467827891,0.241949171
Os12g0120400,0.33286619,0.242229953
Os09g0460700,1.066450427,0.24229137
Os04g0397500,0.395923005,0.24229137
Os10g0558850,-0.598932015,0.242457104
Os10g0570200,0.875376459,0.242457104
Os07g0553000,1.683618207,0.242667749
Os02g0595500,-0.246079173,0.242667749
Os05g0498700,-0.184083044,0.242667749
Os02g0319400,-0.771297689,0.242667749
Os08g0269000,-0.289794549,0.242671542
Os04g0268700,0.662568688,0.242707099
Os12g0156200,0.784915157,0.242716985
Os06g0235850,-0.640064011,0.24274565
Os01g0745400,-0.646655403,0.242786886
Os05g0535900,0.278159258,0.242786886
Os08g0369300,0.255293085,0.242946472
Os03g0335600,-0.235412127,0.242946472
Os11g0195000,-1.795736686,0.242946472
Os02g0754600,-1.788439985,0.243001958
Os04g0295200,0.573879828,0.243067203
Os08g0122000,0.25321734,0.243097468
Os05g0496500,0.239828273,0.243557728
Os01g0253600,0.235359945,0.243557728
Os05g0510400,0.321117808,0.243675157
Os01g0180000,0.297429961,0.243717886
Os11g0608000,-0.416087718,0.243740193
Os06g0196600,0.494094419,0.243740193
Os06g0225800,0.353646362,0.243749718
Os05g0417600,0.316328734,0.243749718
Os12g0117850,-0.520071382,0.243749718
Os03g0194900,0.467857943,0.243749718
Os11g0265400,0.193997753,0.243939961
Os03g0288300,0.224177235,0.243966118
Os05g0520300,-0.457174837,0.243966118
Os11g0225300,0.312582724,0.243966118
Os03g0358975,0.359458756,0.243966118
Os04g0432500,0.204474873,0.243966118
Os07g0142000,0.30099544,0.243966118
Os06g0226700,0.399690753,0.243966118
Os05g0362100,0.390554816,0.24401089
Os08g0320500,0.538952488,0.244026296
Os01g0371200,2.314811858,1.0
Os01g0659200,-0.178452455,0.244078384
Os02g0731200,-0.526181282,0.24411273
Os06g0306600,-0.682937535,0.244121962
Os03g0858700,-0.411665269,0.244255843
Os04g0301500,1.890984853,0.244404535
Os01g0625300,0.411396465,0.244520589
Os11g0124900,-0.514638618,0.244558977
Os11g0532200,0.7490892,0.244558977
Os10g0434801,1.082664629,0.244558977
Os10g0517400,-0.946212985,0.244685689
Os11g0671100,0.824433684,0.244756158
Os03g0564200,-0.463690199,0.244812371
Os01g0754100,-0.25880483,0.244860995
Os01g0705300,-0.516949043,0.244905429
Os02g0830200,-0.518387566,0.244905429
Os05g0126100,0.264296294,0.24491092
Os12g0210800,0.302511603,0.245101188
Os03g0144500,-0.623180585,0.245101188
Os12g0291000,0.230985818,0.245271863
Os06g0683800,-0.438612315,0.245327787
Os09g0327600,-0.251754774,0.245359646
Os08g0127100,0.244338004,0.245835238
Os04g0669700,-0.322404001,0.245849765
Os04g0472400,-0.36725406,0.245890022
Os04g0547900,0.300385049,0.245942199
Os02g0222500,-0.305259805,0.245950123
Os11g0640000,-0.54050706,0.246197246
Os02g0743100,0.243616139,0.246293906
Os07g0556066,1.035790833,0.246301915
Os07g0449700,-3.535882477,1.0
Os09g0491756,0.314237648,0.246516532
Os02g0761000,-0.299246534,0.246637936
Os07g0164500,0.278166966,0.246742225
Os06g0237600,-2.304848051,1.0
Os01g0976700,-0.260302299,0.246934198
Os06g0148900,2.641782183,1.0
Os11g0621825,-1.363760666,0.247035312
Os04g0685600,0.192906956,0.247216319
Os02g0265700,0.253965684,0.247246162
Os03g0717700,0.26041928,0.247246162
Os02g0596300,-4.15085065,1.0
Os12g0209000,-1.495181994,0.247625645
Os10g0376200,-0.271179388,0.247792549
Os07g0100600,-0.673624223,0.247812712
Os11g0707300,0.401515851,0.247868182
Os02g0102600,-0.236125291,0.248124722
Os11g0456200,0.32230486,0.248137971
Os09g0104300,-0.22605839,0.248274237
Os01g0757500,0.291228476,0.248353943
Os01g0940100,-0.369923667,0.248353943
Os07g0248800,-0.360162065,0.248470313
Os04g0583800,-0.553853268,0.248496343
Os02g0602400,-0.366897493,0.248526378
Os01g0732100,-0.336407569,0.248526378
Os03g0838100,0.202195175,0.24868473
Os01g0691600,-0.192032067,0.248726645
Os08g0243900,0.195147063,0.248768461
Os04g0194800,-0.253882723,0.248822453
Os01g0604900,-0.467302774,0.249067795
Os12g0443000,0.58702173,0.249114337
Os12g0608600,0.188105011,0.249440944
Os01g0820700,2.102575126,0.249481319
Os12g0298950,-0.355329037,0.249587729
Os02g0635700,-0.297128,0.249779869
Os11g0664400,0.440144369,0.249779869
Os07g0631100,-0.209833012,0.249779869
Os04g0586000,0.324431754,0.250181918
Os03g0212800,0.36555156,0.250204179
Os03g0168100,-3.764522096,1.0
Os11g0606100,-1.565958196,0.250234846
Os06g0360300,-0.998257706,0.250292791
Os01g0674500,0.219725791,0.250299277
Os12g0527700,-0.328077506,0.250471307
Os11g0275000,-0.422772207,0.250494543
Os03g0106200,0.411031261,0.250494543
Os01g0224300,0.433338818,0.250560254
Os09g0495500,-0.798520946,0.250568931
Os03g0333200,0.230154782,0.250639118
Os12g0140266,0.583511536,0.250692114
Os06g0151900,-0.21676681,0.250731246
Os06g0703800,0.287270944,0.25081617
Os02g0130900,-0.348515972,0.25081617
Os10g0512800,0.271402085,0.251146925
Os11g0146000,-0.338754416,0.251204545
Os02g0134500,0.250748762,0.25124477
Os12g0123300,-1.588835967,0.251265346
Os01g0539900,-0.251303374,0.251265346
Os09g0572250,1.870679585,0.251374939
Os06g0198800,0.213268094,0.251374939
Os01g0766900,-0.43429959,0.251374939
Os03g0149800,0.339108994,0.251396242
Os01g0781200,0.354002543,0.25139833
Os01g0785400,1.338078683,0.251478206
Os01g0959200,-1.101236351,0.251817739
Os01g0961200,-0.279521617,0.251911628
Os08g0435700,1.790607111,0.251940132
Os04g0462800,0.632919062,0.252013437
Os11g0151400,1.857687526,0.252013437
Os07g0531900,-0.204949009,0.252013437
Os11g0229500,1.151378465,0.252050587
Os10g0483700,-0.703530672,0.252373032
Os06g0179800,-0.422002592,0.252723897
Os07g0673100,-0.237859664,0.252790374
Os07g0168000,-0.566018852,0.252829794
Os01g0706900,0.397641505,0.252829794
Os08g0550100,0.247843344,0.252890262
Os11g0198200,0.334956223,0.252998621
Os07g0623400,-0.238070132,0.253016863
Os12g0264650,0.794887882,0.253175241
Os07g0248600,-2.506698139,0.253175241
Os01g0264700,0.201159653,0.253175241
Os02g0672200,-0.205216943,0.25320201
Os03g0757100,-0.870202214,0.253260763
Os02g0601100,-0.26143732,0.253260763
Os10g0373400,-1.239945182,0.25350017
Os11g0189900,-0.265479762,0.25350017
Os08g0438801,0.870518831,0.253531976
Os07g0647400,0.24075108,0.253531976
Os10g0487500,0.347121212,0.253772225
Os12g0545900,-0.345393075,0.253779582
Os01g0317800,0.387199492,0.253911035
Os11g0384789,-0.969517907,0.253911035
Os01g0662700,-0.694564446,0.25427501
Os08g0404500,-0.562691709,0.254360843
Os12g0165600,-0.818715513,0.25436191
Os06g0728200,-1.130754059,0.25436857
Os01g0237200,-1.729837514,0.254507608
Os05g0357600,-0.217874269,0.254591568
Os03g0667400,0.350908237,0.254803205
Os10g0508400,-0.214942817,0.255069399
Os06g0614300,0.260294055,0.25515226
Os06g0295500,-0.236135457,0.25515226
Os01g0666200,-0.368299386,0.255198643
Os06g0724400,-0.342634578,0.255198643
Os04g0450701,1.081089485,0.255198643
Os03g0204300,0.229399584,0.255228343
Os05g0206800,-0.843607527,0.255228343
Os02g0598300,0.28247066,0.255276552
Os08g0462900,-0.413560383,0.25540937
Os12g0137300,-0.360385136,0.255653788
Os03g0304800,0.574174896,0.255675506
Os08g0111800,0.426533006,0.255703788
Os04g0478000,0.280618332,0.255784348
Os12g0240000,0.460151945,0.255882491
Os07g0578333,0.402490468,0.255882491
Os06g0696566,-1.698068628,0.255936638
Os05g0180300,0.41942557,0.256041628
Os01g0645200,-0.193880611,0.256199122
Os10g0438700,-0.434659614,0.256310304
Os10g0162846,2.680215881,1.0
Os12g0282400,0.762627487,0.256605889
Os11g0201360,-1.149782701,0.256686326
Os04g0589800,-1.061505672,0.256788628
Os01g0170800,-0.548104181,0.256904541
Os10g0397500,0.52437532,0.256904541
Os08g0539300,0.248104002,0.256904541
Os04g0438101,0.393624472,0.256904541
Os11g0169900,-0.200158257,0.256904541
Os03g0683700,0.267132797,0.257000542
Os09g0542100,0.295179966,0.257000542
Os07g0656200,-0.683786813,0.257013422
Os07g0540200,-0.264412101,0.257013422
Os07g0633300,2.3939776,0.257520306
Os01g0689000,0.313569159,0.257651868
Os03g0355600,0.223270378,0.257651995
Os09g0421600,0.513380323,0.257693032
Os03g0289100,-0.273882782,0.257768624
Os07g0614250,-0.317140925,0.257768624
Os01g0575200,0.369450772,0.257898952
Os12g0509100,0.60263832,0.258303481
Os07g0694300,-0.539663325,0.258318118
Os03g0699400,-0.244586772,0.258318118
Os10g0483900,0.233580058,0.258318118
Os07g0452500,0.209663993,0.258404272
Os01g0851400,0.23109739,0.258404272
Os07g0686800,-0.527631254,0.258424962
Os03g0121700,-0.608137864,0.258465661
Os01g0787000,0.325696435,0.258533521
Os04g0359700,0.434710347,0.258533521
Os04g0492400,0.395840846,0.258533521
Os03g0235000,0.296626861,0.258582849
Os03g0575200,0.367082511,0.258654262
Os01g0946550,-1.533796724,0.258654262
Os05g0546400,0.798689468,0.258654262
Os02g0143200,-0.574605419,0.25870927
Os02g0107200,-0.710555095,0.258713182
Os05g0182500,0.193877433,0.258713182
Os11g0133300,-0.291315767,0.258713182
Os04g0302900,-0.686985586,0.258713182
Os01g0360200,0.352850675,0.258713182
Os08g0290400,0.224050124,0.258713182
Os06g0232700,1.495667771,0.258713182
Os07g0258100,-0.936564854,0.258713182
Os04g0644900,0.202377741,0.258713182
Os02g0452500,0.189390453,0.258713182
Os01g0243200,0.249967365,0.259010601
Os09g0376300,-0.346210407,0.259010601
Os01g0933200,-0.298291999,0.259010601
Os08g0401100,0.247195571,0.259010601
Os01g0610500,0.289666498,0.259223909
Os05g0405600,0.249054458,0.259373332
Os10g0357800,0.440207364,0.259632987
Os07g0495200,0.372934671,0.259637754
Os04g0676400,0.270080314,0.259943979
Os02g0608000,-1.050975393,0.260152732
Os02g0744700,-0.390538297,0.260152732
Os06g0549300,-0.337655415,0.260152732
Os01g0514000,-0.221475167,0.260182008
Os04g0386600,-0.205305405,0.260441137
Os04g0110300,0.356127302,0.260509764
Os12g0405400,-0.247091449,0.260792622
Os11g0104050,0.367078212,0.260816831
Os02g0606800,0.271968686,0.260816831
Os08g0420600,-0.439905337,0.260850483
Os03g0290900,-0.607800807,0.260850483
Os12g0187800,-2.036444105,0.260919754
Os02g0682500,0.306177738,0.260959478
Os05g0106000,-0.279913139,0.260959478
Os03g0254900,0.239727637,0.260986876
Os08g0292900,0.311856196,0.260986876
Os01g0814300,0.579742403,0.26105422
Os08g0552100,-0.805490583,0.26105422
Os08g0282000,0.212122254,0.26105422
Os11g0609600,0.30337448,0.26127206
Os03g0262900,-0.198148742,0.261350733
Os06g0698674,0.272158071,0.261369545
Os12g0532600,0.884657351,0.261369545
Os01g0866500,-1.117815613,0.261450392
Os01g0613500,3.620076649,1.0
Os06g0549900,-1.694075569,0.261503522
Os07g0496200,0.199327008,0.261920807
Os03g0162300,1.78854024,0.2619283
Os05g0163700,-0.231008004,0.261939828
Os06g0694500,-0.464593079,0.26203757
Os01g0882400,0.465744127,0.26203757
Os04g0520800,-1.705517998,0.26203757
Os02g0696700,0.242511647,0.262054984
Os10g0420900,-0.541162156,0.262166495
Os07g0241700,0.642054096,0.262221927
Os11g0660300,0.39385236,0.262503834
Os03g0340700,0.20958831,0.262511096
Os03g0437500,3.615463287,1.0
Os08g0546800,0.512359759,0.262654575
Os03g0771100,0.253190841,0.262654575
Os01g0276300,1.957317803,0.262797527
Os05g0246300,-1.632814347,0.263434981
Os11g0252400,0.294318293,0.263451218
Os05g0102200,-0.313854971,0.263619527
Os03g0231900,-0.332653974,0.263619527
Os02g0828500,0.441101654,0.263619527
Os01g0236800,-0.317712694,0.263770353
Os03g0690500,-0.24483822,0.26393109
Os01g0971500,0.23318288,0.264321524
Os10g0556100,-0.37548953,0.264603254
Os10g0131100,0.544657464,0.264647679
Os08g0430300,-0.384878356,0.264667209
Os03g0789466,0.365130121,0.264871513
Os03g0817500,0.329359924,0.264901165
Os09g0266950,0.530578674,0.264901165
Os04g0639800,0.934299754,0.264901165
Os06g0137166,0.253197504,0.264901165
Os01g0571166,0.308829575,0.264901165
Os03g0125800,0.253466111,0.26490725
Os04g0665800,-0.324824044,0.264908672
Os03g0411600,0.332707967,0.265265646
Os03g0121800,-0.207797086,0.26556974
Os03g0752000,0.695218464,0.26556974
Os09g0520500,-1.046657591,0.265587367
Os01g0968300,-1.224783587,0.265619983
Os02g0758000,-0.485220203,0.265693516
Os09g0369500,-3.09247929,1.0
Os02g0555000,-0.215586383,0.266163716
Os01g0813350,1.750506244,0.266163716
Os04g0437000,1.182691121,0.266163716
Os03g0130400,0.293773116,0.266163716
Os06g0666400,0.639536272,0.266176651
Os08g0544400,1.105355012,0.266299057
Os09g0403967,-0.34517937,0.266339142
Os11g0571900,0.289731425,0.266339142
Os09g0560850,0.452513601,0.266347262
Os02g0117500,-0.295975141,0.266347262
Os02g0767300,0.431763452,0.266347262
Os07g0247100,-0.399195836,0.266347262
Os05g0529700,-0.40202499,0.266347262
Os05g0199500,0.3431826,0.266399114
Os08g0128000,-0.640481621,0.266585126
Os04g0544400,-0.637978899,0.266585126
Os03g0293000,-0.261029757,0.266724516
Os01g0543100,0.248962582,0.266782626
Os02g0180000,-0.214450655,0.266872372
Os09g0116600,-0.31340527,0.266928187
Os07g0432566,3.186414804,1.0
Os07g0224900,-0.42063019,0.266962195
Os10g0495466,-3.692390626,1.0
Os03g0133875,-2.609311475,1.0
Os02g0227600,0.502593536,0.267438777
Os09g0306500,0.678938262,0.267465234
Os12g0191601,0.689603683,0.267547845
Os01g0978400,0.321305,0.267547845
Os06g0158600,-0.245258698,0.267800456
Os01g0629600,0.392927469,0.267804308
Os04g0379700,-1.814251141,0.267943867
Os01g0797800,-0.358588135,0.268003403
Os06g0255100,0.295970796,0.268033649
Os10g0568900,0.29831654,0.268065234
Os08g0174750,-0.559615227,0.268115666
Os10g0147900,0.340780376,0.268314578
Os07g0280200,0.667725551,0.268314578
Os02g0600400,0.225327352,0.268389842
Os11g0248466,0.416496004,0.268495449
Os04g0585100,-0.571098314,0.268902395
Os01g0738300,0.359906516,0.268902395
Os01g0934500,-0.261106435,0.268983411
Os09g0516800,-0.341884858,0.26904036
Os07g0456700,-0.21844213,0.269180806
Os05g0462200,0.421063623,0.269273233
Os02g0208900,0.219576827,0.269283736
Os02g0499000,0.25246258,0.269392786
Os02g0170900,0.287490595,0.269392786
Os05g0404700,2.182289125,1.0
Os05g0246600,0.311911032,0.269575757
Os02g0551700,-0.357229403,0.269575757
Os01g0784900,-0.295654799,0.269575757
Os12g0560400,-0.270072968,0.26964552
Os03g0146400,-0.292119203,0.269664613
Os03g0320100,-0.318914782,0.269772475
Os05g0154600,0.216807638,0.270002956
Os06g0663800,-0.518116262,0.270029513
Os03g0220300,-0.276867655,0.27069206
Os05g0373300,-0.233654415,0.270720409
Os07g0549700,-0.189282333,0.270720409
Os04g0416450,0.405598545,0.270739137
Os02g0101000,-0.236568041,0.270886686
Os09g0493800,0.231214616,0.270918232
Os01g0721200,0.920635941,0.270918232
Os01g0926300,1.1671803,0.270918232
Os12g0222650,-0.958794623,0.270918232
Os01g0610400,0.304778173,0.2709845
Os12g0133100,-0.60108887,0.271367652
Os12g0120100,-0.518560906,0.271367652
Os11g0167600,-1.086163151,0.271380618
Os01g0575000,-0.24075142,0.271562338
Os09g0481650,-3.676204373,1.0
Os01g0101300,0.364897889,0.272049777
Os01g0535100,-1.330547397,0.27218065
Os07g0665200,-0.231715174,0.272209905
Os06g0716000,0.332969165,0.272209905
Os07g0623100,0.246431494,0.272209905
Os03g0151800,0.206602648,0.272245201
Os02g0700600,0.215742302,0.27228452
Os08g0518600,-2.263924785,1.0
Os07g0113300,0.986554486,0.272349601
Os03g0699600,-0.273661984,0.272377657
Os11g0241200,-0.323853838,0.272436356
Os08g0517900,-0.269474588,0.272436356
Os01g0749300,0.325049682,0.272448589
Os12g0203100,-0.20614421,0.272474081
Os02g0745700,-0.283720113,0.272794402
Os03g0757000,0.302061073,0.272953379
Os04g0465800,0.441073707,0.273091923
Os01g0850550,0.351931043,0.273091923
Os10g0428200,-0.214825942,0.273196849
Os03g0235400,0.245875126,0.273317719
Os12g0407500,0.185784207,0.273980508
Os01g0924300,-0.215174857,0.274172137
Os04g0626100,-0.318674673,0.274244341
Os10g0183900,-0.251934651,0.274305287
Os05g0316400,-1.204333316,0.274313295
Os01g0732801,-0.376186131,0.274313295
Os02g0565100,-0.358623234,0.274529613
Os03g0574900,3.41445835,1.0
Os08g0242700,0.206786567,0.274756177
Os06g0707700,0.284515617,0.274795053
Os02g0184200,1.074413982,0.274912593
Os03g0860100,0.92003507,0.274956989
Os09g0345400,0.785508927,0.274956989
Os01g0223800,-0.496870334,0.274986023
Os04g0103100,0.284608692,0.274993131
Os08g0100800,-0.214627672,0.274993131
Os03g0703900,0.259492659,0.275035783
Os07g0237900,-0.793232082,0.275035783
Os03g0228200,-2.180486895,0.275161768
Os11g0544000,-3.662327001,1.0
Os01g0886500,-0.257383733,0.275334515
